F1,F2,F3,F4,F5,F6,P1,L1,T1,F7,T2,L2,P2,F8,L3,P3,F9,T3,F10,C1,T4,T5
0.26568,3661.5,4497.2,8.3197,26.897,41.479,2677.8,75.13,120.32,0.35274,80.057,49.031,2607.1,25.378,49.075,3064.9,21.514,66.314,228.34,341.53,95.068,76.675
0.26778,3671,4532.9,8.2474,26.771,41.443,2654.3,74.266,120.33,0.35213,79.649,51.678,2582.1,25.978,49.292,3045.1,22.88,66.485,228.63,339.39,95.358,75.376
0.29253,3686.5,4489.9,8.4155,26.927,41.59,2640,74.118,120.33,0.33736,79.745,49.222,2567.8,27.364,48.667,3030.9,22.505,66.484,231.13,337.15,95.554,76.282
0.29123,3677.9,4491.6,8.4884,26.829,41.64,2630.5,75.327,120.35,0.33908,80.262,48.983,2558.6,24.624,49.837,3024.2,23.698,66.567,228.99,334.78,95.587,76.603
0.2986,3636.8,4501.3,8.5062,26.808,41.464,2623.1,74.253,120.34,0.34064,80.796,50.296,2549.8,26.608,50.477,3018,22.783,66.718,227.88,332.72,95.581,76.842
0.29624,3609.6,4465.3,8.5057,26.61,41.813,2617,73.106,120.38,0.34122,81.206,51.373,2544.1,25.914,48.955,3015.1,22.424,66.905,226.67,330.66,95.674,77.085
0.30019,3669.6,4453.2,8.4368,26.972,42.039,2611.6,73.299,120.37,0.3365,81.53,51.319,2537.2,25.139,49.724,3012.6,22.277,67.07,227.19,327.98,95.649,77.026
0.29654,3665.3,4418.5,8.624,27.033,42.034,2606.9,73.437,120.42,0.34025,81.728,51.441,2531.3,26.154,50.997,3009.3,23.948,67.204,223.23,326.01,95.561,77.128
0.32399,3622.1,4403.6,8.6179,27.134,41.717,2601.6,73.091,120.37,0.37225,82.092,50.438,2526.5,25.807,50.338,3007.5,23.889,67.299,223.38,324.01,95.728,77.641
0.32646,3613.6,4395.7,8.8397,26.98,41.652,2598.9,73.514,120.4,0.36942,82.405,51.304,2523.5,25.597,48.667,3008.3,22.212,67.443,223.83,322.02,95.491,77.466
0.32139,3564.8,4347.9,8.8306,26.69,41.791,2595,73.144,120.4,0.37497,82.188,50.588,2518.4,25.123,50.154,3002.1,22.869,67.462,220.42,321.68,95.795,76.928
0.32127,3568.2,4365.5,8.9109,27.096,41.865,2591.8,71.924,120.35,0.37723,82.131,52.414,2515.1,25.26,50.787,3002.1,22.577,67.403,222.08,320.43,95.981,77.328
0.38363,3599.4,4312.6,8.9301,26.894,41.686,2593.8,71.407,120.42,0.36936,82.352,50.52,2517.3,26.769,49.407,3005,23.28,67.353,222.83,319.76,95.627,77.838
0.38512,3597.8,4291.3,8.9645,27.033,41.897,2596.9,71.711,120.42,0.36884,82.733,50.276,2521.7,24.737,49.626,3010,23.738,67.375,220.22,320.07,95.52,78.183
0.39729,3626.2,4375,9.1435,26.589,42.007,2599.5,70.969,120.45,0.39158,82.939,49.384,2523.9,26.234,51.565,3015.4,23.391,67.436,223.48,319.97,95.305,78.041
0.39657,3588.8,4339.4,9.1309,27.102,41.782,2602.8,71.769,120.44,0.39501,82.963,48.678,2527.2,24.81,47.985,3018.6,23.946,67.485,226.54,320.57,95.221,78.169
0.41261,3600.1,4293.2,9.203,27.007,42.391,2604.3,70.042,120.44,0.36329,82.799,51.634,2528.5,26.552,50.762,3020.8,23.657,67.562,226.79,320.51,95.196,77.508
0.41399,3609.5,4294.7,9.2277,27.459,42.394,2607.7,70.887,120.43,0.36356,82.771,50.88,2532.2,24.683,49.516,3022.4,22.967,67.557,231.16,322.15,95.011,78.108
0.37915,3573.5,4286.5,9.3665,27.016,42.321,2609.9,70.044,120.45,0.37065,82.774,49.788,2534.5,25.766,50.696,3025.5,23.595,67.588,235.72,323.06,95.05,78.198
0.37647,3557.5,4336,9.4039,26.613,42.372,2614.1,71.168,120.39,0.37324,82.622,50.658,2538.9,25.704,50.532,3028,22.918,67.597,238.2,324.5,95.237,78.12
0.41933,3581.7,4291.2,9.5071,26.927,42.414,2620.4,69.063,120.43,0.37297,82.637,48.559,2546.1,25.431,50.732,3035,22.966,67.59,240.03,325.97,94.89,78.682
0.4213,3626.8,4304.5,9.5072,26.961,42.528,2629.3,69.918,120.43,0.37225,82.86,50.886,2555.3,23.72,51.079,3041.6,23.243,67.67,240.3,328.23,94.787,78.793
0.37889,3675.8,4290.4,9.6399,27.214,42.366,2633.8,69.9,120.43,0.36367,82.699,49.814,2559.5,26.573,48.344,3045.9,22.82,67.75,248.38,329.59,94.411,78.218
0.38007,3653.9,4317.6,9.5354,26.587,42.58,2634.3,69.989,120.45,0.36305,82.221,49.178,2559.8,24.061,50.691,3046.7,22.897,67.75,247.72,330.79,94.484,77.876
0.34647,3710.8,4256.3,9.7817,26.913,42.888,2637.6,70.203,120.44,0.36783,81.906,50.996,2564.1,26.722,50.38,3046.4,22.821,67.672,251.87,333.25,94.401,77.873
0.34487,3665.2,4256.1,9.8739,26.674,42.936,2643.6,69.835,120.45,0.37278,82.009,52.395,2571.5,23.92,49.099,3050.4,23.77,67.598,253.98,335.74,94.175,78.497
0.29287,3651.2,4297.4,9.789,27.17,42.915,2650.2,69.729,120.45,0.36865,82.044,48.548,2577.6,27.262,49.159,3054.7,22.991,67.605,257.12,337.29,94.404,78.56
0.29467,3628,4270.2,9.8317,27.109,42.643,2656.1,69.553,120.43,0.3694,81.919,49.931,2584,25.727,50.634,3059.6,22.851,67.631,258.99,339.48,94.059,78.424
0.29867,3670.7,4330,9.8235,27.119,42.763,2663.7,70.51,120.42,0.34722,81.795,50.158,2592.5,23.776,48.957,3065,25.023,67.658,260.73,341.21,94.349,78.47
0.30219,3623.7,4325.4,9.8938,26.715,42.799,2669.9,69.615,120.4,0.3474,81.65,47.999,2598.3,24.035,48.765,3070.9,23.253,67.646,262.59,343.34,94.076,78.493
0.34897,3625.3,4351.3,10.042,26.942,42.602,2677.3,69.673,120.41,0.36422,81.329,51.801,2606.7,26.814,49.46,3076.9,23.962,67.575,262.48,345.07,94.078,78.311
0.35086,3647.1,4276.3,9.9587,26.921,42.882,2686.2,69.918,120.4,0.36534,81.13,48.966,2615.4,25.024,48.397,3083.5,23.326,67.474,263.89,347.48,94.068,78.558
0.25184,3626.7,4440.7,10.024,26.984,42.945,2694.5,70.147,120.42,0.37806,80.975,50.267,2624.8,26.044,50.556,3088.4,23.474,67.411,265.58,349.21,93.999,78.346
0.25087,3646.6,4398.8,9.9715,27.016,42.908,2703.5,70.462,120.39,0.37964,80.889,50.075,2634.3,25.484,49.861,3096.1,22.691,67.339,265.21,351.34,93.833,78.633
0.18907,3703.6,4453.3,10.097,26.661,42.81,2712.6,69.628,120.45,0.34658,80.859,50.208,2644.3,24.336,49.948,3104.3,23.411,67.299,266.46,352.07,93.883,78.962
0.18748,3695.4,4486.8,10.068,26.612,43.068,2720.1,70.909,120.42,0.34906,80.798,49.591,2652.2,24.104,48.162,3111.3,22.839,67.297,265.79,353.09,93.623,78.66
0.19325,3666,4440.1,10.116,27.299,42.571,2726.1,69.978,120.41,0.35994,80.431,48.997,2657.4,24.805,50.052,3114.1,22.337,67.2,265.11,355.41,93.785,78.149
0.19245,3643.8,4413.6,10.151,26.746,42.985,2730.5,70.763,120.41,0.36159,79.904,50.717,2662.1,27.07,50.042,3117.2,22.436,67,267.19,356.94,93.751,78.288
0.14082,3669,4491.8,10.06,26.747,42.986,2739.5,71.162,120.38,0.34648,79.822,50.325,2673,23.971,47.843,3122.9,23.296,66.821,264.57,357.86,93.876,78.108
0.14073,3657.4,4468.6,10.074,26.644,42.927,2746.3,70.891,120.4,0.34502,79.492,51.097,2678.3,25.435,51.379,3129.3,23.231,66.666,263.22,358.87,93.816,78.066
0.13669,3661,4515.1,10.122,26.985,42.882,2757.8,70.911,120.37,0.35027,79.565,49.913,2690,26.345,48.985,3137.3,21.938,66.514,263.99,359.57,93.79,78.333
0.1398,3678.1,4537.4,10.121,26.779,42.971,2767.2,72.058,120.41,0.3527,79.546,48.372,2700.8,23.44,49.99,3147.5,22.893,66.403,263.95,360.59,93.702,78.603
0.084024,3721.2,4501.5,10.227,27.22,42.833,2776.4,72.588,120.41,0.33525,79.487,49.545,2710.2,25.667,50.229,3156.2,22.691,66.315,260.67,360.73,93.647,78.398
0.08448,3719.1,4575.6,10.195,26.859,42.874,2782.9,72.337,120.4,0.33412,79.229,51.034,2716.9,22.664,50.067,3161.5,23.206,66.23,258.51,361.57,93.589,77.999
0.082067,3722.1,4615.4,10.196,26.669,43.083,2788.5,71.423,120.39,0.31004,78.912,48.849,2723,24.202,49.976,3167.6,23.101,66.062,256.05,362.41,93.52,77.974
0.083604,3681.5,4649.9,10.192,26.83,43.24,2795.8,71.339,120.39,0.31127,78.653,50.147,2730.1,23.737,49.831,3172.2,23.067,65.842,250.92,362.8,93.569,77.952
0.087329,3739.1,4629.5,10.08,26.857,42.633,2801.2,71.724,120.39,0.32914,78.396,49.308,2735.2,22.856,49.347,3178.2,22.638,65.612,248.02,363.07,93.729,77.445
0.08801,3752.5,4627.6,10.099,27.323,42.822,2806.4,73.375,120.38,0.33001,78.132,49.756,2741.3,23.808,49.659,3181.4,23.871,65.353,243.19,363.23,93.602,77.595
0.043612,3695.1,4680.3,10.058,26.759,42.939,2810.1,73.54,120.42,0.31008,77.827,50.377,2744.5,23.723,49.235,3185.9,22.108,65.076,240.82,363.73,93.701,77.323
0.044175,3758.3,4679.7,10.185,27.421,42.75,2816.1,73.736,120.38,0.31209,77.629,49.2,2750.1,22.644,52.472,3188.6,22.903,64.782,238.48,363.68,93.643,77.353
0.02092,3724.5,4726.4,9.9087,26.718,42.889,2822.2,72.942,120.4,0.29822,77.688,49.133,2757.2,24.848,50.557,3194.6,23.867,64.558,232.62,363.04,93.571,77.573
0.02127,3723.7,4703.7,9.9987,27.255,42.625,2828.3,74.848,120.41,0.29994,77.912,48.627,2764.1,23.318,51.606,3201.3,22.813,64.389,226.83,362.76,93.487,77.862
0.0092989,3727.6,4775.9,9.9372,26.931,42.815,2830.8,73.801,120.38,0.30611,77.84,48.941,2766,22.525,50.395,3203.6,22.401,64.249,221.31,362.43,93.514,77.33
0.010299,3747.1,4793.4,9.844,26.75,42.803,2831.8,73.361,120.4,0.3063,77.625,48.482,2767.1,23.714,51.748,3203.9,23.43,64.037,216.6,361.73,93.445,77.187
0.0014007,3761.6,4737.4,9.754,27.047,42.861,2831.1,75.919,120.39,0.30648,77.403,49.15,2765.6,24.812,50.463,3206,21.874,63.813,214.04,361.58,93.608,76.907
0.0022252,3729.2,4798.6,9.7946,26.777,42.894,2830.5,75.262,120.39,0.30157,77.261,50.889,2764.2,23.701,50.892,3204.5,22.544,63.559,205.69,361.07,93.54,76.873
0.054253,3736.5,4781.2,9.7605,27.174,42.633,2831.2,75.19,120.39,0.28082,77.18,49.443,2766.2,22.96,50.208,3204.9,22.853,63.281,199.57,359.91,93.756,76.705
0.052556,3689.3,4791.2,9.6499,26.662,42.586,2831.4,75.961,120.36,0.28015,76.987,49.154,2766.5,22.267,49.078,3204.5,23.131,62.971,196.39,359.97,93.791,76.761
0.02513,3720.2,4788.7,9.5444,27.238,42.589,2831,75.153,120.39,0.27134,76.984,50.573,2764.8,25.952,50.918,3203.7,21.645,62.709,189.76,358.26,94.05,76.596
0.026613,3743.6,4717.3,9.5445,27.361,42.222,2828.9,75.944,120.38,0.28048,76.95,49.953,2762.7,23.576,49.302,3204.6,23.237,62.455,181.94,358.53,93.759,76.497
0.037632,3762.1,4763.1,9.5799,26.844,42.216,2828.3,77.188,120.36,0.26823,76.943,50.634,2762.3,23.392,50.089,3203.9,23.23,62.175,177.55,357.16,94.1,76.604
0.037537,3710.8,4803.5,9.6213,27.086,42.123,2829.5,77.016,120.4,0.2724,77.278,50.698,2763.7,23.79,50.195,3204.9,23.294,61.972,166.55,356.1,93.934,76.911
0.054079,3709.9,4841.2,9.3726,27.011,42.715,2829.3,77.4,120.37,0.24809,77.468,50.096,2762.7,24.356,51.429,3206,22.758,61.797,157.91,355.23,94.129,76.489
0.052853,3711.6,4802.6,9.39,26.938,42.359,2823.9,78.627,120.36,0.2509,77.163,48.914,2756.9,26.188,50.323,3202.3,22.561,61.598,153,354.61,94.171,76.089
0.056875,3735.6,4817.8,9.2999,27.224,41.984,2820.9,76.613,120.36,0.25596,77.179,48.833,2754.1,23.518,48.176,3198.7,22.016,61.304,145.42,353.21,94.327,76.588
0.054668,3711.5,4811.4,9.2637,26.889,42.113,2816.5,78.568,120.38,0.25296,77.256,49.06,2749.1,24.533,48.442,3197.1,23.825,61.063,139.62,352.35,94.232,76.319
0.074393,3762.3,4805.5,9.3062,26.898,42.194,2811.3,78.003,120.37,0.24801,77.222,48.943,2743.4,24.511,48.149,3193.6,21.515,60.824,133.36,351.03,94.344,75.94
