F1,F2,F3,F4,F5,F6,P1,L1,T1,F7,T2,L2,P2,F8,L3,P3,F9,T3,F10,C1,T4,T5
0.26344,3671.3,4503.5,9.3473,26.785,42.188,2702.2,74.758,120.39,0.34451,80.366,50.14,2631.7,23.695,50.275,3100.4,22.012,65.82,226.62,341.6,94.514,77.321
0.26416,3643.4,4486.4,9.4729,26.603,42.348,2699.7,74.309,120.41,0.34702,80.003,49.869,2628.1,23.109,50.956,3097.3,22.844,65.765,227.73,340.98,94.731,76.802
0.21675,3694.3,4513.4,9.2675,27.064,42.223,2698.5,74.901,120.39,0.34981,79.937,49.158,2626.5,25.137,52.551,3095.3,22.974,65.661,226.41,341.62,94.699,77.265
0.21476,3689,4530.4,9.4475,27.003,42.055,2698,74.244,120.4,0.351,80.006,49.651,2626.1,22.99,49.755,3094.5,22.954,65.637,228.42,340.95,94.737,77.299
0.26168,3702.2,4470.2,9.3497,26.853,42.241,2698.8,75.21,120.4,0.34308,80.043,50.251,2627,25.623,51,3095.5,24.297,65.602,227.76,341.12,94.6,77.203
0.2604,3673.3,4467.3,9.277,27.901,42.555,2698.7,74.36,120.42,0.34532,80.12,49.796,2625.6,25.758,49.278,3098.8,21.946,65.594,230.01,340.03,94.312,77.352
0.27315,3673.3,4516.5,9.3296,26.804,42.106,2702.2,75.588,120.41,0.33413,80.309,50.366,2631.1,25.581,50.65,3097.4,22.883,65.645,227.46,341.15,94.813,77.612
0.27608,3628.5,4561.3,9.3106,26.629,42.211,2704.4,75.096,120.43,0.33883,80.601,51.237,2633.7,25.899,49.68,3099.5,22.83,65.74,227.7,341.2,94.364,77.338
0.25743,3674,4481.2,9.507,26.361,42.464,2701.9,75.219,120.37,0.3618,80.29,52.58,2631.3,25.209,50.701,3098.2,23.105,65.764,227.32,341.44,94.709,76.999
0.25846,3705,4508.4,9.3677,27.345,42.119,2699.4,74.908,120.42,0.36307,80.178,49.724,2626.2,25.075,50.779,3099.6,23.058,65.713,226,340.51,94.44,77.59
0.26762,3699.9,4507.2,9.5175,26.319,42.388,2699.3,75.568,120.35,0.35337,80.29,50.935,2628.9,24.056,49.732,3099.8,22.999,65.731,226.91,340.71,94.433,77.36
0.26455,3690.7,4485.1,9.3045,26.745,42.403,2703.3,74.841,120.42,0.34892,80.404,49.48,2632.9,24.872,49.991,3096,24.089,65.752,229.8,342.07,94.532,77.449
0.26391,3682.7,4471.1,9.3801,26.995,41.858,2702.4,74.823,120.4,0.33327,80.456,49.493,2632.4,25.58,51.207,3095.8,22.588,65.774,228.58,341.34,94.493,77.125
0.26526,3685.8,4478.7,9.2656,27.449,42.485,2697.4,75.518,120.41,0.33009,80.073,50.688,2624.8,25.081,49.735,3096,23.489,65.742,226.41,340.66,94.504,77.087
0.23625,3730.5,4448.1,9.1718,27.65,42.472,2695,75.218,120.38,0.32428,79.994,48.949,2622.3,26.9,49.745,3095.7,22.641,65.691,227.58,340.61,94.543,77.34
0.23861,3671.4,4482.8,9.2473,26.923,42.743,2696.6,74.771,120.39,0.32577,80.224,50.711,2624.5,22.698,52.164,3096.5,22.706,65.654,227.43,340.3,94.512,77.645
0.25773,3688.5,4478.5,9.29,27.265,42.465,2696.9,74.662,120.39,0.34154,80.218,50.645,2624.5,23.247,49.868,3095.5,22.753,65.71,225.69,340.93,94.606,77.121
0.25876,3707.6,4500.5,9.4802,26.182,42.185,2695.4,73.968,120.4,0.34398,80.107,50.305,2624.5,26.635,50.181,3095.1,22.526,65.707,227.13,340.91,94.473,77.212
0.2566,3661.2,4516.3,9.4269,27.295,42.523,2697.2,75.569,120.33,0.33244,80.233,49.565,2624.2,23.605,48.99,3098,21.707,65.686,227.64,340.42,94.689,77.816
