F1,F2,F3,F4,F5,F6,P1,L1,T1,F7,T2,L2,P2,F8,L3,P3,F9,T3,F10,C1,T4,T5
0.2659,3653,4504.2,9.3413,27.184,42.32,2712,73.994,120.41,0.35071,79.867,49.535,2640.1,24.996,50.517,3109.8,23.923,65.583,228.33,341.3,94.651,77.352
0.26516,3652.2,4535.7,9.3888,26.981,42.539,2714.3,74.713,120.41,0.34778,80.02,49.805,2644.3,23.81,51.092,3110.9,22.322,65.592,231.34,342.28,94.557,77.556
0.24328,3679.6,4502.3,9.3602,26.487,42.368,2715,74.828,120.4,0.343,80.104,50.588,2644.9,27.253,50.331,3112.3,22.643,65.638,233.1,342.09,94.514,77.508
0.24148,3664.8,4491.3,9.3462,27.164,42.445,2714.7,74.632,120.42,0.34317,79.955,48.137,2643.4,27.139,50.992,3111.6,22.659,65.643,229.57,342.2,94.582,76.962
0.22173,3665.6,4524.4,9.4308,26.595,42.415,2713.3,75.329,120.4,0.33928,79.824,49.96,2642.3,25.16,50.789,3108.7,22.789,65.632,230.86,342.6,94.583,77.037
0.22197,3680.3,4513.3,9.4823,26.86,42.691,2713.4,74.316,120.41,0.33922,79.907,49.047,2642.1,23.076,49.598,3109.9,23.263,65.585,231.95,342.14,94.654,77.252
0.26574,3687.3,4480.1,9.4744,27.069,42.324,2715.2,75.161,120.42,0.32981,79.882,48.573,2643.9,23.191,48.452,3110.5,23.686,65.618,231.31,342.25,94.45,77.274
0.26591,3674,4514.4,9.3499,26.838,42.228,2715.1,74.599,120.42,0.33503,79.904,51.915,2644.7,21.774,49.763,3110.9,23.521,65.594,230.06,342.74,94.498,77.214
0.22553,3661.9,4540.3,9.3503,26.838,42.183,2714.4,75.555,120.39,0.33852,79.836,47.993,2643.1,25.47,48.945,3109.3,22.272,65.603,228.55,343.16,94.551,77.299
0.22485,3657.8,4516.2,9.3863,26.697,41.895,2713.8,74.624,120.4,0.34251,79.826,49.112,2643.1,26.045,49.87,3108.1,22.06,65.591,230.36,342.74,94.631,77.189
0.23512,3672.7,4529,9.3105,26.991,42.775,2713.2,74.266,120.42,0.3127,79.727,50.821,2642.3,26.869,50.211,3109.6,24.195,65.556,231.92,342.39,94.466,77.027
0.23485,3686.5,4541.9,9.3348,26.704,42.121,2715.8,74.83,120.41,0.31242,79.907,48.216,2645.2,25.982,52.037,3111,23.713,65.555,233.56,342.7,94.456,77.377
0.24881,3692.2,4493.6,9.4058,27.274,42.222,2714.7,75.85,120.39,0.34204,80.015,51.247,2644.3,23.796,49.903,3112,23.381,65.577,231.75,342.19,94.313,77.28
0.24817,3702.2,4500.4,9.5084,26.731,42.541,2714,75.955,120.39,0.34058,79.832,49.569,2642.7,25.819,49.835,3110.1,23.03,65.549,231.27,341.96,94.646,77.081
0.24656,3650.9,4540.5,9.3689,26.883,42.321,2713.8,75.413,120.39,0.31336,79.852,50.582,2643.8,25.327,51.611,3109.5,23.452,65.51,229.46,342.24,94.355,77.268
0.24375,3675.9,4510.2,9.3876,26.733,41.834,2714.7,75.55,120.38,0.31121,79.894,50.546,2643.7,24.412,49.12,3110.3,23.221,65.478,231.79,342.12,94.623,77.361
0.24479,3666.1,4506.1,9.3326,26.866,42.229,2712.1,74.641,120.39,0.33726,79.816,50.269,2640.6,24.492,49.634,3109.6,22.659,65.45,228.76,341.84,94.342,76.923
0.24751,3643.6,4513.9,9.4447,26.965,42.296,2711,74.753,120.39,0.33781,79.662,51.478,2640.2,24.355,50.672,3107.8,22.876,65.365,230.47,341.84,94.788,77.064
0.25952,3712.5,4534.9,9.45,26.706,42.518,2711.8,74.591,120.42,0.32925,79.756,49.644,2641,25.104,50.524,3108.6,22.765,65.27,230.79,342.14,94.355,77.111
0.26039,3703.7,4565.7,9.2987,26.891,42.412,2712.6,74.787,120.4,0.3292,79.764,52.704,2641.1,24.342,50.092,3108.8,22.749,65.201,228.96,341.93,94.662,77.264
0.28856,3666.8,4489.2,9.3199,26.405,42.516,2712.4,75.166,120.41,0.34827,79.942,51.015,2641.6,24.826,49.577,3108.6,23.041,65.2,231.75,342.27,94.354,77.29
0.2912,3688.8,4522.6,9.2585,26.848,42.486,2712.7,75.129,120.39,0.34872,79.98,48.825,2641.5,24.862,50.645,3107.9,23.248,65.204,229.65,342.15,94.638,77.126
0.21124,3661.7,4461.7,9.3763,26.971,42.231,2708.5,74.942,120.38,0.3336,79.797,50.578,2637.5,25.178,48.819,3104.9,23.287,65.195,229.39,342.25,94.508,77.207
0.21145,3712.8,4518.3,9.3054,26.703,42.315,2709.2,74.471,120.4,0.33534,79.985,48.347,2638,24.483,50.881,3104.2,21.486,65.151,230.38,342.32,94.544,77.59
0.27289,3623.6,4446.8,9.4197,26.786,42.243,2710.2,76.202,120.37,0.33731,80.084,48.609,2638.7,26.118,49.525,3103.7,23.057,65.172,228.24,341.72,94.658,77.223
0.27342,3610.4,4449.1,9.3756,27.206,41.907,2709.3,75.199,120.37,0.34146,80.004,50.696,2638.2,23.647,51.181,3103.3,22.99,65.157,229.68,342.19,94.796,77.25
0.27967,3652.4,4486.8,9.4204,27.086,42.319,2708.9,74.561,120.39,0.32577,79.805,49.041,2637.3,23.694,48.252,3105.2,23.46,65.115,231.94,342.54,94.687,76.975
0.27849,3695.8,4528.5,9.3659,26.418,42.178,2711.2,75.389,120.4,0.32413,79.781,49.705,2639.8,26.356,51.214,3105.6,22.341,65.016,230.56,342.23,94.627,77.046
0.20676,3688,4604.9,9.4475,26.737,42.536,2710.2,74.533,120.42,0.35341,79.815,50.658,2639,25.675,49.816,3106,23.007,64.969,232.07,342.21,94.671,77.063
0.2055,3710.2,4543,9.4975,26.719,42.371,2712.2,74.985,120.4,0.35253,80.061,50.239,2641.3,24.478,48.891,3107.5,22.297,64.964,230.84,342.67,94.612,77.486
0.26922,3713.4,4519.1,9.2626,26.783,42.217,2713.2,75.517,120.44,0.33785,80.054,49.339,2642.6,25.62,49.853,3109.2,21.677,64.961,232.48,341.9,94.526,77.268
0.27035,3671.7,4529.8,9.326,26.863,42.531,2712.6,75.99,120.41,0.33712,80.078,49.175,2641.9,26.024,50.653,3109.4,21.711,64.967,230.46,341.72,94.442,77.488
0.1953,3721.9,4501.9,9.2368,26.951,42.072,2711,75.063,120.42,0.32921,80.125,50.104,2640.1,24.563,51.211,3107.1,22.256,64.932,228.3,341.99,94.467,77.278
0.19744,3731.7,4517.1,9.4022,26.692,42.232,2705.9,75.742,120.38,0.33304,79.84,50.001,2634.5,25.223,49.622,3104.4,23.076,64.902,229.06,341.49,94.565,76.641
0.25022,3669.4,4487.9,9.5027,26.69,42.354,2706,75.329,120.4,0.33483,79.797,50.238,2634.6,24.039,51.608,3102,23.315,64.784,226.79,341.25,94.558,77.223
0.25153,3664.5,4542.8,9.3542,27.057,42.276,2706.5,74.735,120.38,0.33306,80,50.042,2635,24.417,51.72,3104.7,22.918,64.791,227.16,340.9,94.636,77.505
0.22902,3720.5,4537.7,9.2959,26.722,42.209,2709.1,75.995,120.41,0.32103,80.242,49.526,2638.1,25.023,50.203,3106.2,22.61,64.819,226.8,341.21,94.48,77.276
0.23015,3701.5,4471.2,9.2734,27.001,42.442,2706.2,74.327,120.39,0.32316,79.952,49.21,2633.9,24.99,47.388,3105.5,23.733,64.837,227.65,340.45,94.513,76.728
0.19202,3631.4,4541.4,9.4865,26.877,42.013,2704.6,74.751,120.38,0.33651,79.906,51.224,2632.9,26.879,50.675,3101.6,22.46,64.78,226.67,340.93,94.726,77.059
0.19211,3647.8,4556.9,9.3269,26.681,42.308,2706.1,75.018,120.38,0.33427,79.989,48.868,2634.6,23.951,50.935,3102.3,23.413,64.773,229.67,340.42,94.77,77.525
0.25461,3606.4,4541.8,9.3043,26.887,42.083,2709.5,75.179,120.4,0.3362,80.217,48.608,2638.5,23.102,51.006,3106.5,23.228,64.842,228.76,340.29,94.863,77.598
0.25611,3611,4497.2,9.3808,26.716,42.117,2711.3,74.65,120.38,0.33555,80.296,49.279,2639.8,25.17,49.546,3110.2,22.855,64.924,228.95,340.25,94.794,77.339
0.27668,3610.6,4530.3,9.37,27.03,42.323,2712.1,74.409,120.4,0.3447,80.099,50.789,2640.4,24.943,50.121,3109.5,22.149,64.967,228.15,340.8,94.828,77.412
0.27625,3587.4,4531.3,9.476,27.175,42.395,2714.8,75.198,120.38,0.34197,80.084,47.999,2643.2,24.945,48.841,3112.1,22.69,64.975,227.71,340.87,94.74,77.498
0.29585,3658.2,4459.3,9.438,26.698,42.04,2715.5,74.462,120.41,0.33867,79.964,49.487,2644.2,25.219,49.956,3113.2,22.854,65.02,231.31,341.18,94.7,77.163
0.2945,3657.7,4464.1,9.3242,26.844,42.271,2716.9,74.703,120.42,0.33992,79.936,49.025,2644.9,25.329,50.119,3113.4,22.382,65.003,229.06,341.81,94.608,77.261
0.23879,3677.5,4493.8,9.3234,27.308,42.243,2714.4,74.48,120.41,0.35497,79.806,49.288,2642.9,24.043,49.621,3111.5,22.603,64.993,230.72,342.02,94.624,77.018
0.24002,3669.1,4484.4,9.3848,26.921,42.224,2714,73.975,120.43,0.35256,79.778,49.514,2642.3,25.925,49.887,3110.6,22.771,65.002,230.43,342.21,94.576,77.374
0.309,3683.2,4525.7,9.5506,26.77,42.281,2719.2,73.992,120.43,0.32675,80.076,48.817,2648.3,24.484,49.452,3115.2,22.545,65.047,232.68,342.05,94.435,77.685
0.30606,3677.6,4553.7,9.5036,26.767,42.372,2719.1,74.632,120.45,0.3283,79.995,50.261,2648.4,24.972,50.045,3116.3,23.781,65.138,234.04,342.52,94.318,77.105
0.21699,3689,4565,9.299,26.711,42.584,2715.2,75.215,120.38,0.33981,79.984,50.707,2645.5,24.972,48.578,3112.7,24.214,65.193,233.19,342.13,94.352,77.33
0.21636,3690,4542.6,9.2063,26.683,42.274,2712.9,75.769,120.45,0.33704,79.929,49.52,2642.2,24.554,50.442,3110.7,23.346,65.25,233.9,342.1,94.456,77.158
0.28264,3679.8,4525.4,9.2589,26.823,42.437,2712.1,75.755,120.37,0.32614,79.776,51.124,2640.8,25.157,50.137,3109.1,22.296,65.247,232.93,342,94.43,76.905
0.28302,3667,4493.3,9.268,27.021,42.48,2711.2,74.589,120.4,0.32836,79.772,50.388,2639.6,25.835,49.16,3108.4,23.532,65.247,233.53,342.01,94.588,76.981
0.30538,3692,4492.7,9.4052,26.631,42.345,2711.8,75.36,120.37,0.31508,79.773,49.331,2641.8,24.977,52.122,3106.8,23.046,65.24,233.94,342.63,94.545,77.186
0.30769,3662.3,4486,9.235,27.351,42.26,2713.5,75.186,120.42,0.31539,79.883,50.321,2642.1,24.782,49.363,3110.7,22.698,65.264,236.54,342.13,94.534,77.028
0.29751,3652.4,4496.6,9.3073,26.677,42.243,2714.4,75.655,120.4,0.33034,79.866,49.564,2643.8,26.181,50.082,3109,23.047,65.282,235.98,342.69,94.568,77.331
