F1,F2,F3,F4,F5,F6,P1,L1,T1,F7,T2,L2,P2,F8,L3,P3,F9,T3,F10,C1,T4,T5
0.22146,3609.7,4509.6,9.3698,27.015,42.224,2704.9,74.223,120.39,0.33081,80.1,49.37,2632.8,24.556,49.924,3099,23.537,65.829,233.77,343.12,94.729,76.841
0.22318,3639.5,4473.9,9.368,26.955,42.631,2702.7,75.178,120.36,0.3232,79.939,50.176,2632.3,25.81,49.694,3098.6,23.705,65.786,231.27,343.05,94.65,77.004
0.27745,3582.1,4486.6,9.3502,26.652,42.081,2703.3,74.328,120.39,0.33858,79.871,50.136,2631.9,25.858,49.33,3099,23.241,65.75,232.15,342.9,94.931,77.131
0.27834,3584.2,4499.9,9.3635,27.275,42.53,2705.3,74.884,120.33,0.34177,79.832,50.975,2633.4,24.35,50.157,3100,23.176,65.722,231.79,343.24,94.831,77.218
0.25182,3665.6,4494.1,9.2411,27.318,42.472,2709.9,74.759,120.44,0.33309,80.075,49.968,2639.1,26.051,50.063,3103,23.72,65.735,233.82,343.67,94.639,77.705
0.24983,3670.3,4490.4,9.3129,26.794,42.09,2710.9,75.052,120.41,0.33401,80.292,50.325,2640.5,25.072,50.227,3105.2,23.385,65.812,232.11,343.63,94.473,77.634
0.25345,3652.1,4516.4,9.3225,26.427,42.394,2708.6,75.706,120.42,0.34748,80.166,49.098,2637.7,25.544,50.591,3104.4,24.087,65.842,229.62,343.38,94.497,77.394
0.25243,3619.5,4492.4,9.2661,26.877,42.549,2708.1,75.086,120.38,0.35261,80.088,48.52,2637.6,23.567,50.869,3102.8,21.646,65.814,230.39,343.96,94.659,77.225
0.21405,3667,4450.3,9.2719,26.845,42.485,2706.5,75.38,120.42,0.32635,79.952,49.489,2636.7,25.858,49.672,3100.4,22.848,65.778,229.36,343.88,94.624,77.17
0.21113,3652.3,4456,9.3856,27.389,42.101,2706.7,75.143,120.4,0.32419,80.017,51.284,2635.6,24.388,49.965,3099.6,21.309,65.725,230.27,343.73,94.618,77.276
0.25984,3639,4501.3,9.368,26.998,42.332,2705.5,74.743,120.43,0.3403,79.878,49.458,2634.5,26.825,51.886,3100.3,21.697,65.661,229.61,342.89,94.637,77.266
0.26053,3673.9,4577.4,9.3981,26.945,42.264,2706.8,74.625,120.39,0.33718,79.904,51.567,2635.5,24.377,49.693,3099.5,22.614,65.626,229.36,343.52,94.701,77.076
0.25902,3604.1,4537.5,9.3332,27.069,42.576,2704.8,75.059,120.38,0.35731,79.916,49.606,2634,26.121,49.122,3100.9,21.869,65.586,229.33,343.25,94.57,77.459
0.26074,3623.9,4532.9,9.3512,27.095,42.44,2706.4,74.637,120.4,0.35668,79.915,49.184,2635,26.07,48.41,3100.6,23.994,65.573,230.42,343.15,94.841,77.508
0.23636,3677.1,4452.4,9.4254,27.244,42.608,2708.6,74.897,120.39,0.34337,80.2,50.685,2637.8,25.257,51.312,3102,23.123,65.624,230.09,343.13,94.515,77.632
0.23542,3699.1,4449.2,9.4126,26.701,42.373,2707.4,73.824,120.41,0.3421,80.141,50.876,2636.3,24.463,51.018,3101.1,22.938,65.69,230.49,343.24,94.477,76.902
0.22415,3647,4505.6,9.499,26.904,42.128,2705.5,75.127,120.41,0.34313,80.045,51.587,2634.5,26.753,49.352,3099.7,22.117,65.683,227.7,343.34,94.644,77.244
0.2261,3669.4,4514,9.3108,26.459,42.512,2704.7,76.191,120.4,0.34263,80.027,48.429,2633.9,24.967,51.231,3098.9,22.131,65.679,226.87,343.06,94.628,77.315
0.22495,3671.9,4553.6,9.3497,27.192,42.513,2703.9,74.059,120.4,0.32949,80.008,49.401,2632.3,24.204,49.191,3099.5,21.936,65.671,228.91,342.84,94.652,77.176
0.22256,3689.4,4556.3,9.3899,26.974,42.185,2702.3,75.076,120.4,0.32667,79.887,48.156,2632.5,25.217,50.079,3097.4,23.13,65.651,229.97,343.05,94.5,77.128
0.20898,3663.6,4559,9.2735,27.186,42.073,2703.6,75.207,120.41,0.32263,80.004,48.772,2633.3,27.538,48.792,3097.5,23.53,65.641,229.43,342.92,94.646,77.346
0.2112,3676.9,4529,9.4176,26.609,42.258,2703.9,75.258,120.41,0.322,80.133,51.995,2633,24.435,50.986,3099.2,22.867,65.675,228.15,342.57,94.619,77.241
0.26314,3667,4580.2,9.2741,26.828,42.5,2703.6,74.966,120.41,0.33494,80.015,50.878,2632.5,24.162,50.436,3100.5,23.002,65.688,230.09,342.11,94.592,77.187
0.26065,3644.9,4541.1,9.2898,26.91,42.126,2707.4,75.075,120.4,0.33519,80.286,49.955,2636.3,24.244,49.485,3103.2,24.079,65.738,229.1,342.08,94.591,77.709
0.22183,3614.9,4513.9,9.3162,27.02,42.391,2707.1,75.133,120.39,0.35522,80.401,51.004,2636.3,24.816,49.384,3102.5,23.495,65.766,228.76,342.4,94.601,77.31
0.22418,3625.9,4492.9,9.3158,26.94,42.065,2706,75.101,120.4,0.35214,80.27,49.187,2635.1,24.883,50.569,3100.4,22.733,65.823,230.58,342.29,94.638,77.54
0.17523,3664.4,4491.5,9.3241,26.989,42.647,2704.1,75.214,120.41,0.33818,80.204,50.253,2633,24.195,49.728,3100.4,22.686,65.824,230.11,341.97,94.733,76.961
0.17264,3665.5,4546.2,9.4059,26.938,42.324,2699.8,74.396,120.37,0.33771,79.894,49.576,2628.2,26.196,49.454,3097.5,21.565,65.753,229.52,341.5,94.708,76.958
0.24735,3608.9,4567.2,9.2583,27.005,42.04,2700.3,74.287,120.4,0.33962,79.803,50.69,2629.4,26.767,51.329,3096.9,22.366,65.66,228.87,341.81,94.746,77.102
0.24896,3592.2,4576.7,9.3269,26.415,42.077,2703.3,75.881,120.39,0.34109,80.012,50.7,2631.8,24.83,48.876,3100.3,23.399,65.635,230.67,341.92,94.696,77.334
0.22291,3701.8,4546.9,9.3528,26.855,42.195,2706.2,74.221,120.44,0.33371,80.201,50.954,2635,26.92,51.094,3102.3,21.82,65.66,228.86,341.34,94.586,77.649
0.22351,3762.8,4564.9,9.2641,27.13,42.548,2707.2,74.714,120.39,0.34105,80.511,48.896,2636,23.756,50.336,3105.2,22.302,65.745,227.45,340.81,94.4,77.865
0.30664,3611.8,4503,9.3983,26.746,42.451,2706.2,74.773,120.39,0.33987,80.387,47.09,2634.5,25.561,50.548,3105.8,23.159,65.813,226.74,340.54,94.448,77.222
0.30476,3630.1,4554.5,9.344,26.8,42.038,2705,74.583,120.4,0.33943,80.04,49.647,2633.3,25.928,50.967,3103.8,23.137,65.76,226.85,341.34,94.715,77.038
0.28212,3637.8,4582.1,9.4088,26.918,42.255,2704,74.984,120.37,0.31587,79.858,50.311,2633.1,24.602,50.016,3102.3,23.09,65.675,228.53,341.37,94.724,76.804
0.28308,3612.5,4506,9.3717,26.895,42.378,2707.6,75.038,120.38,0.31567,79.852,50.968,2636,23.974,50.664,3102.2,23.121,65.567,225.85,342.24,94.819,77.102
0.18886,3696,4494.2,9.3708,27.075,42.562,2707.7,74.05,120.4,0.35122,80.007,49.815,2636.5,25.239,49.162,3102,22.974,65.56,228.07,342.15,94.685,77.037
0.1848,3675.9,4536.1,9.4029,26.626,42.065,2706.6,74.771,120.41,0.34874,80.044,50.887,2635.3,24.722,49.835,3101.7,22.915,65.522,226.82,342.09,94.645,77.432
0.2464,3663.6,4529.5,9.3492,26.398,42.5,2707.7,73.749,120.42,0.33502,80.236,50.19,2636.6,24.693,49.963,3104.7,21.138,65.595,227.13,341.29,94.55,77.34
0.24735,3688.4,4554.7,9.295,26.966,42.258,2706.1,74.163,120.43,0.33593,80.099,51.67,2634.9,24.944,49.197,3103.9,23.054,65.615,226.14,340.87,94.535,77.436
0.23569,3724,4490.2,9.3531,26.628,42.209,2705.3,75.197,120.39,0.34536,80.209,49.835,2634.8,26.238,49.688,3102.3,23.422,65.597,225.37,341.16,94.436,77.187
0.23378,3692.2,4513.7,9.3575,27.017,42.724,2702.1,74.417,120.41,0.3396,80.087,49.055,2630.9,26.329,48.761,3101.1,22.128,65.619,227.57,340.93,94.475,77.31
0.25477,3655.7,4539,9.3132,26.833,42.437,2704.2,73.885,120.4,0.33182,80.313,50.08,2632.8,24.582,49.454,3102.5,22.565,65.64,224.19,340.68,94.454,77.603
0.25455,3694.1,4548.5,9.4341,27.079,42.52,2703.7,74.479,120.43,0.33235,80.311,48.1,2632.2,24.838,50.856,3102.9,23.041,65.667,226.25,340.41,94.483,77.564
0.2589,3681.8,4550.7,9.3826,27.142,42.526,2703.2,75.149,120.35,0.30718,80.123,49.844,2632.3,23.939,48.999,3101.3,21.646,65.654,226.98,340.89,94.593,77
0.25883,3663.2,4541.6,9.4037,27.223,42.342,2703.8,75.529,120.41,0.31186,79.972,48.591,2632.2,24.204,49.289,3100.9,22.93,65.591,225.91,340.86,94.519,77.254
