F1,F2,F3,F4,F5,F6,P1,L1,T1,F7,T2,L2,P2,F8,L3,P3,F9,T3,F10,C1,T4,T5
0.25695,3637.2,4483.4,9.2595,27.269,42.631,2705,74.757,120.42,0.33301,80.183,48.265,2633.5,26.132,48.587,3103,23.262,65.783,231.55,340.83,94.607,77.584
0.25631,3628.1,4487.2,9.4093,27.066,42.481,2705.3,74.109,120.38,0.33615,80.242,50.718,2633.2,26.73,50.372,3104.8,23.348,65.786,230.7,340.89,94.593,77.465
0.24184,3655.4,4532,9.2949,26.564,42.131,2704.4,74.392,120.39,0.34982,80.192,49.208,2632.9,26.052,48.867,3103.1,22.256,65.833,229.24,340.63,94.612,77.252
0.24245,3620.1,4587.6,9.3065,27.085,42.144,2702.8,74.089,120.38,0.35163,80.012,50.725,2630.4,25.524,50.108,3101,22.91,65.746,228.9,340.77,94.639,76.957
0.23874,3650.5,4447.4,9.3846,26.865,41.908,2702.6,74.57,120.4,0.34841,80.018,48.035,2631.8,25.948,48.981,3098.2,23.81,65.709,228.82,341.32,94.659,77.235
0.24001,3611.6,4498,9.2629,26.99,42.138,2703.3,75.068,120.37,0.34918,80.128,50.172,2631.5,23.272,47.844,3099.7,23.184,65.699,228.59,341.04,94.761,77.262
0.28,3711.9,4561.5,9.3686,26.767,42.737,2703.5,75.625,120.45,0.33279,80.134,50.533,2632.5,26.301,50.177,3101.6,23.447,65.739,231.18,341.25,94.59,77.27
0.28188,3720.5,4529.2,9.242,26.747,42.215,2705.3,74.731,120.44,0.32779,80.325,51.518,2633.9,24.554,50.301,3103.2,23.023,65.796,230.72,341.01,94.367,77.629
0.28815,3660.1,4516.7,9.3345,27.05,42.52,2702.4,76.316,120.4,0.34811,80.246,51.343,2630.2,24.674,48.814,3101.8,21.665,65.829,231.88,340.44,94.476,77.134
0.28658,3672.7,4507.8,9.2954,26.621,42.551,2700.3,74.917,120.38,0.34873,80.067,51.176,2629.2,25.035,48.937,3099.3,23.671,65.833,232.1,341.12,94.551,77.287
0.24013,3644.3,4533.3,9.2674,26.604,42.478,2699.2,74.459,120.41,0.34695,80.005,49.282,2627.7,26.078,50.394,3098.4,22.85,65.808,231.36,340.69,94.768,77.093
0.24006,3658.8,4520.3,9.3649,27.08,42.478,2700.3,75.668,120.4,0.34674,80.112,48.832,2629.3,25.614,47.49,3097,23.877,65.788,232.54,341.1,94.533,77.482
0.29177,3611,4488,9.2391,27,42.418,2701,74.494,120.39,0.34033,80.136,49.723,2629.5,25.702,49.928,3098.3,23.836,65.803,232.51,341.16,94.592,77.619
0.29122,3653,4503.1,9.4487,27.024,42.104,2703.7,74.453,120.4,0.33986,80.346,49.629,2633.1,24.237,48.236,3100.6,22.535,65.866,235.53,341.35,94.668,77.677
0.24611,3686.4,4511.9,9.2732,26.786,42.568,2703.7,74.107,120.41,0.31436,80.241,50.923,2632.6,25.105,50.85,3101.2,22.5,65.893,232.99,341.45,94.5,77.46
0.24746,3708.7,4521.9,9.3692,26.817,42.358,2702,74.836,120.43,0.31015,80.069,49.16,2629.5,26.761,51.111,3101.2,23.001,65.939,235.24,341.04,94.467,76.742
0.26843,3627.6,4520.1,9.3043,26.913,42.429,2700.2,74.833,120.37,0.33148,79.901,48.352,2628.3,23.806,49.253,3097.1,22.829,65.878,235.24,341.57,94.599,77.166
0.26689,3655.1,4545,9.2186,27.089,42.486,2701.4,75.382,120.41,0.33172,79.96,50.206,2629.8,24.983,50.472,3098.7,23.079,65.863,235.81,341.56,94.687,77.364
0.26304,3728.2,4534.1,9.4474,26.798,42.317,2703.3,74.581,120.42,0.33278,80.121,50.148,2632.5,25.386,48.881,3101.2,23.667,65.89,238.55,341.29,94.488,77.262
0.2636,3722.1,4517.7,9.3346,26.785,42.467,2704.4,74.836,120.43,0.33187,80.318,47.953,2633,25.71,50.282,3102.9,21.938,65.973,239.48,341.33,94.354,77.589
0.28431,3645.3,4508.4,9.3318,27.003,42.503,2702.3,75.456,120.4,0.34141,80.247,47.625,2631.5,26.262,51.141,3100.1,22.847,66.038,238.17,341.5,94.381,77.444
0.28456,3647.9,4533.6,9.2159,26.873,42.544,2703,75.423,120.41,0.3386,80.32,49.912,2632.3,26.784,51.921,3100.4,22.887,66.09,238.59,341.42,94.542,77.495
0.23028,3736.8,4455.6,9.3009,26.685,42.204,2701.4,74.231,120.41,0.32997,80.318,49.164,2630.2,23.206,50.227,3099.2,22.144,66.131,238.96,341.01,94.381,77.152
0.23015,3709.4,4493,9.2407,27.33,42.255,2697.4,75.488,120.39,0.33462,80.066,50.079,2625.8,24.762,48.31,3095.1,23.356,66.127,240.9,341.17,94.436,77.166
0.23436,3684.4,4528.2,9.1871,26.659,42.476,2695.6,75.4,120.38,0.34499,80.138,48.592,2625.1,24.503,50.053,3092.5,22.961,66.124,240.71,341.36,94.486,77.693
0.23691,3671.3,4539.7,9.3412,26.747,42.286,2695.8,75.495,120.37,0.34372,80.296,50.908,2624.2,25.325,49.643,3094.5,21.896,66.149,239.95,340.23,94.654,77.199
