F1,F2,F3,F4,F5,F6,P1,L1,T1,F7,T2,L2,P2,F8,L3,P3,F9,T3,F10,C1,T4,T5
0.21097,3695.4,4531.1,9.4262,27.428,42.41,2699.9,75.397,120.42,0.32532,80.103,48.981,2628.7,26.051,49.409,3096.1,23.237,65.736,229.71,340.87,94.555,77.166
0.2133,3689.6,4538.1,9.2676,26.899,42.086,2699.8,75.516,120.38,0.32944,80.147,47.806,2628.3,25.134,50.275,3096.3,23.159,65.719,228.93,341.41,94.613,77.324
0.23997,3633.6,4474.9,9.3847,26.832,42.319,2698.3,75.337,120.39,0.32553,80.073,50.202,2626.5,25.155,51.85,3097.8,22.102,65.733,228.42,340.38,94.657,77.152
0.23907,3643.8,4506,9.4081,26.765,42.049,2701.8,75.168,120.44,0.32441,80.191,48.351,2630.9,24.348,49.927,3097.9,23.237,65.729,228.4,340.95,94.857,77.457
0.26415,3664.9,4436.7,9.296,27.137,42.03,2701.9,75.098,120.44,0.35807,80.24,50.033,2630.5,26.36,51.403,3100,23.336,65.759,231.41,341.27,94.657,77.678
0.26652,3658,4468.7,9.2861,26.663,42.521,2703.5,75.841,120.47,0.35399,80.434,50.118,2632.1,24.14,49.488,3101.4,22.017,65.8,229.71,340.69,94.669,77.679
0.23349,3602.7,4553.1,9.2988,26.939,42.551,2703.9,74.784,120.42,0.34601,80.458,49.511,2631.8,25.545,49.101,3102.3,22.892,65.859,229.7,340.8,94.699,77.854
0.23475,3644.1,4547.1,9.3222,26.614,42.175,2704,75.743,120.44,0.34466,80.456,49.002,2632.2,23.98,49.17,3102.4,21.886,65.905,229.36,340.84,94.657,77.413
0.20365,3623,4538.4,9.3072,27.19,42.604,2703.5,74.497,120.34,0.33005,80.205,51.025,2631.6,24.098,50.453,3101.1,21.669,65.873,226.57,340.97,94.753,77.225
0.20227,3560.7,4492.1,9.4289,26.807,42.377,2705.7,74.556,120.34,0.33354,80.136,49.475,2634.5,23.741,50.754,3100.7,22.494,65.767,228.04,341.44,94.79,77.593
0.23707,3655.2,4539.7,9.3355,27.28,41.971,2707.5,74.875,120.33,0.33699,80.079,51.274,2636.2,24.893,51.048,3104.7,22.227,65.733,230.38,341.29,94.6,77.178
