F1,F2,F3,F4,F5,F6,P1,L1,T1,F7,T2,L2,P2,F8,L3,P3,F9,T3,F10,C1,T4,T5
0.29118,3642.2,4528.2,9.4077,26.844,42.222,2702,75.054,120.41,0.33343,80.166,48.41,2631.7,24.573,50.139,3097.3,23.714,65.802,234.09,342.33,94.693,77.516
0.29396,3692.2,4503.5,9.3155,27.195,42.628,2701.8,75.379,120.37,0.33129,80.163,51.25,2630,25.959,48.719,3099.5,22.831,65.896,234.62,341.4,94.609,77.347
0.21502,3663,4521.1,9.2733,26.92,42.203,2701.4,74.871,120.43,0.33311,80.171,50.722,2630.9,24.437,48.785,3097.2,23.348,65.931,238.45,342.03,94.607,77.305
0.21857,3695.6,4490.2,9.3744,26.853,42.586,2701.7,76.004,120.38,0.33572,80.289,50.186,2631.6,24.193,50.011,3097.2,22.383,65.967,235.91,342.16,94.645,77.616
0.26481,3697.2,4475.7,9.321,27.039,42.55,2701.5,75.179,120.45,0.34237,80.253,49.817,2630,24.41,52.194,3097.1,23.323,66.029,235.97,341.91,94.596,77.208
0.26489,3669.1,4488.3,9.2767,27.241,42.365,2700.3,75.698,120.38,0.33894,80.239,51.279,2628.5,27.486,49.8,3097.4,22.185,66.059,236.67,341.68,94.508,77.268
0.25637,3693,4519.1,9.2633,26.97,42.118,2700.4,75.341,120.43,0.31116,80.324,50.138,2629.5,24.591,50.372,3096.1,22.015,66.093,236.43,341.82,94.512,77.428
0.25459,3678.8,4488.8,9.361,26.718,42.206,2697.4,75.553,120.39,0.31162,80.057,47.74,2625.9,25.341,49.677,3094.8,23.157,66.071,234.04,341.92,94.633,77.032
0.2576,3727.5,4460.2,9.2262,26.85,42.176,2696.4,74.967,120.42,0.3215,79.951,50.825,2625.4,24.043,51.427,3093.5,22.605,66.018,235.1,341.76,94.666,77.014
0.25684,3696.2,4527,9.3418,27.065,42.765,2695.6,75.079,120.4,0.32078,79.907,50.509,2624.5,27.35,49.131,3092.8,23.638,65.956,238.37,341.44,94.484,77.228
0.2247,3601.5,4508.6,9.4394,27.031,42.409,2697.1,76.126,120.39,0.34317,80.214,49.047,2626.3,24.359,50.347,3092,24.009,65.969,238.19,341.64,94.714,77.727
0.22584,3609.6,4489,9.2399,26.734,42.58,2699.7,75.02,120.39,0.33893,80.521,49.516,2628.1,23.635,50.017,3095.6,23.023,66.066,236.79,341.17,94.702,77.917
0.23941,3694,4451.5,9.307,26.92,42.164,2701.1,75.055,120.41,0.33711,80.678,47.75,2630,23.538,51.683,3099,23.047,66.207,236.82,341.28,94.684,77.489
0.23977,3662.6,4407.5,9.3859,26.465,42.44,2698.2,74.403,120.43,0.33939,80.412,51.288,2626.1,26.28,49.556,3096,22.047,66.269,234.68,341.14,94.629,76.981
0.22946,3647.5,4534.8,9.1526,27.027,42.041,2696.6,75.016,120.39,0.34984,80.254,46.814,2625.3,26.459,49,3092.9,22.257,66.214,237.7,341.15,94.803,77.163
0.23047,3633.9,4536.5,9.2565,26.831,42.481,2696.7,74.302,120.43,0.35281,80.265,50.878,2624.3,25.1,50.023,3092.5,23.053,66.195,238.23,341.13,94.711,77.506
0.22197,3685.9,4482.5,9.4838,26.458,42.472,2695.6,74.415,120.38,0.34365,80.251,49.242,2623.7,24.981,50.374,3094.1,22.979,66.213,239.71,340.62,94.741,77.071
0.22375,3678.1,4505.2,9.5013,27.04,42.428,2693.5,74.935,120.41,0.3459,80.115,48.879,2622.1,24.594,48.414,3092.5,23.36,66.194,240.6,340.51,94.645,77.185
0.22842,3621.2,4517.8,9.3439,26.928,42.431,2696.3,74.326,120.39,0.33164,80.283,49.557,2624.4,24.903,49.908,3093.3,23.595,66.209,241.64,340.92,94.713,77.604
0.22585,3667.8,4599.4,9.324,26.909,42.213,2698.5,75.177,120.41,0.32954,80.525,49.168,2626.9,24.88,49.458,3095.8,22.624,66.278,242.27,340.07,94.775,77.45
0.23692,3702.3,4530,9.2743,26.893,42.905,2697.5,74.429,120.38,0.35143,80.383,50.446,2626.2,25.06,49.109,3097.4,22.706,66.325,243.62,340.11,94.677,77.349
0.23868,3694.9,4516.3,9.3037,26.802,42.262,2697.1,75.192,120.41,0.35219,80.283,49.384,2625.5,24.219,49.579,3095.6,22.885,66.318,241.9,340.16,94.656,77.22
0.22337,3626.4,4554,9.4019,26.754,42.47,2698.1,75.025,120.39,0.33938,80.227,51.528,2625.7,22.66,48.401,3096.2,24.253,66.297,242.49,340.36,94.677,77.543
0.22316,3629.3,4497.7,9.3685,26.841,42.451,2701.2,74.968,120.39,0.34121,80.469,49.986,2629.4,23.922,49.101,3098.5,22.61,66.289,241.19,340.46,94.676,77.748
0.19652,3687.4,4459.4,9.3842,26.665,42.515,2700.9,74.612,120.43,0.32783,80.485,48.84,2629.6,25.87,50.528,3099.2,23.596,66.391,243.87,340.29,94.605,77.215
0.19795,3696.2,4511.4,9.4138,27.068,42.183,2698.4,74.444,120.41,0.32716,80.276,49.453,2626.6,24.023,50.076,3097.2,22.51,66.397,244.84,339.97,94.551,77.079
0.21502,3729.4,4478.2,9.369,27.072,42.608,2696.8,74.198,120.43,0.33821,80.15,48.172,2625,24.342,51.253,3096.2,23.58,66.334,242.79,339.96,94.494,77.418
0.21449,3725.8,4503.8,9.3446,27.305,42.413,2698,74.694,120.4,0.33469,80.398,49.031,2626,23.762,48.274,3098.1,22.573,66.326,244.46,339.47,94.48,77.505
0.24098,3636.1,4512.7,9.3368,27.113,42.406,2698.1,74.361,120.42,0.3203,80.366,49.586,2626.7,24.345,49.467,3098.6,22.051,66.356,243.71,339.54,94.576,77.19
0.24237,3639.8,4518,9.3867,26.927,42.774,2698.4,74.405,120.39,0.3187,80.239,50.828,2626.8,24.586,48.98,3098.2,22.836,66.349,244.13,339.61,94.565,77.295
0.21388,3671.9,4518.4,9.4521,27.116,42.312,2700.9,73.839,120.38,0.33408,80.363,49.519,2630.3,25.033,50.736,3099.9,22.805,66.319,244.36,339.67,94.71,77.616
0.21735,3668.9,4498.1,9.4556,26.767,42.272,2701.2,74.867,120.38,0.33058,80.334,48.349,2628.6,25.025,48.106,3101,23.481,66.335,243.23,339.62,94.508,77.109
0.19595,3634.3,4502.1,9.4015,26.949,42.291,2700.5,75.523,120.38,0.32787,80.139,47.981,2628.7,24.525,49.337,3098.9,23.632,66.297,242.8,339.89,94.728,76.979
0.19837,3607.2,4510.7,9.3628,26.969,42.359,2701.4,75.467,120.4,0.33103,80.199,49.829,2629.9,24.434,49.806,3100.6,21.939,66.227,242.6,339.41,94.609,77.368
0.19112,3640.8,4481.1,9.4,27.054,42.515,2703.2,75.117,120.41,0.33571,80.247,48.377,2631.4,25.682,50.538,3100.9,22.989,66.234,241.05,339.85,94.735,77.234
0.19026,3676.5,4445.8,9.403,26.701,42.667,2703.1,75.057,120.37,0.33547,80.307,51.293,2631.8,25.246,51.419,3103.4,23.878,66.229,243.79,339.63,94.606,77.575
0.22571,3676.1,4471.5,9.4126,26.815,42.347,2705.6,74.866,120.4,0.35335,80.55,49.928,2633.9,24.276,51.024,3104.9,23.549,66.27,242.1,339.47,94.637,77.479
0.22522,3678,4480.1,9.4168,26.784,42.113,2704,75.894,120.38,0.3551,80.321,50.39,2632.6,24.133,49.844,3104.4,22.99,66.29,242.75,339.32,94.68,77.402
0.22419,3707.9,4490.3,9.4709,26.891,42.111,2705.1,75.538,120.4,0.33896,80.259,50.29,2633.3,24.888,48.732,3104.3,22.97,66.283,241.9,339.43,94.58,77.111
0.22092,3719,4461.4,9.3682,26.64,42.59,2704.6,74.962,120.42,0.34229,80.185,50.601,2632.3,25.788,50.191,3103.6,23.074,66.208,241.46,339.09,94.381,77.564
0.27207,3738.5,4453.7,9.3912,26.856,42.439,2703,75.537,120.42,0.35492,80.167,51.078,2630.9,25.97,48.652,3104.1,23,66.198,243.76,339.31,94.396,77.166
0.27411,3753.5,4483.5,9.5226,26.979,42.154,2700.9,75.576,120.42,0.35755,80.17,49.298,2630.1,25.796,47.673,3103.2,23.402,66.198,243.66,339.25,94.315,77.271
0.29571,3702.4,4429.9,9.3944,26.792,42.474,2702.5,75.153,120.38,0.33052,80.18,47.743,2631,25.021,48.531,3100.7,23.11,66.203,242.77,339.7,94.377,77.547
0.29621,3680,4390.9,9.4218,26.354,42.228,2703.9,73.565,120.39,0.32805,80.255,50.184,2632.9,25.497,50.801,3102.3,23.775,66.208,242.21,339.86,94.584,77.23
0.22993,3713.1,4466.1,9.3009,26.749,42.263,2703.3,75.01,120.39,0.34259,80.144,51.584,2631.7,25.597,49.801,3101.7,22.718,66.247,242.56,340.22,94.516,77.264
0.23328,3695.9,4540.5,9.388,26.872,41.886,2704.8,74.677,120.4,0.34346,80.202,50.373,2633.5,24.763,49.663,3103,23.336,66.208,242.55,339.88,94.482,77.314
0.25233,3631,4495.3,9.4571,26.832,41.964,2707.3,75.245,120.39,0.31601,80.316,50.302,2635.8,25.242,48.613,3103.5,22.192,66.217,240.82,340.44,94.503,77.709
0.2537,3679.8,4459.1,9.3482,27.18,42.681,2707.6,74.772,120.4,0.31893,80.338,50.665,2635.8,25.643,48.659,3105.8,22.124,66.256,242.32,340.33,94.604,77.296
0.25686,3691,4567.1,9.3261,27.278,42.63,2707.4,75.125,120.39,0.32332,80.227,49.672,2636.1,23.927,50.591,3107.5,22.913,66.243,240.68,340.05,94.495,77.408
0.25808,3689.4,4541.8,9.4009,27.171,42.21,2706.7,74.957,120.44,0.32294,80.102,49.825,2635.1,25.713,50.173,3109.2,23.378,66.194,239.39,339.78,94.498,77.373
0.2504,3669.6,4467,9.4301,26.793,42.475,2708.9,74.606,120.4,0.33021,80.144,51.259,2637.5,24.709,49.787,3106.8,24.574,66.157,239.8,340.51,94.502,77.336
0.24811,3648,4432.5,9.3779,27.042,42.198,2709.7,75.705,120.4,0.32786,80.223,49.185,2638,24.071,49.251,3107.6,22.147,66.143,240.49,340.36,94.62,77.41
0.22789,3638.8,4544,9.3806,26.677,42.111,2708.2,75.144,120.37,0.35314,80.075,49.814,2636.3,23.591,48.323,3106.4,23.872,66.121,240.68,340.89,94.584,77.166
0.22797,3647.7,4489.3,9.504,26.671,42.448,2708.5,75.265,120.39,0.35283,80.024,50.956,2637.3,25.137,51.636,3105.9,23.136,66.069,239.12,340.87,94.624,77.19
0.26529,3678.5,4485.5,9.4173,26.885,42.969,2709.4,75.299,120.42,0.3334,79.964,49.677,2637.4,25.407,47.398,3108.4,22.49,66.022,238.41,340.87,94.65,77.094
0.26683,3657.3,4559,9.3163,27.15,41.853,2708.7,74.594,120.39,0.33203,79.762,51.03,2637.5,24.904,50.696,3107.3,23.497,65.934,237.31,341.03,94.648,77.013
0.24886,3670.7,4517,9.2874,26.979,42.494,2711.9,75.115,120.43,0.34414,79.99,48.333,2641,25.075,50.996,3109.5,23.398,65.893,239.06,341.49,94.571,77.658
0.25173,3623,4516,9.4579,26.874,42.585,2715.8,74.192,120.38,0.34458,80.245,48.625,2644.7,25.98,51.312,3112.7,22.468,65.922,237.02,341.29,94.608,77.594
0.25041,3705.9,4454.2,9.2527,27.035,41.986,2715.8,74.556,120.4,0.34159,80.191,47.418,2644.5,24.565,48.492,3112.8,23.164,65.967,235.1,341.16,94.514,77.56
0.25079,3693.2,4449.8,9.2474,26.784,42.901,2714.7,75.451,120.39,0.34249,80.109,50.974,2644.1,26.237,49.573,3113.5,24.272,65.953,234.09,341.6,94.444,77.45
0.2565,3711.8,4534.5,9.3995,27.257,42.575,2714.8,75.073,120.42,0.32513,80.011,48.498,2643.8,26.844,50.371,3113.1,23.861,65.926,234.27,341.71,94.494,77.192
0.25497,3684.3,4530.1,9.3955,26.663,42.538,2715.5,75.046,120.39,0.32685,79.95,51.447,2644.7,25.58,48.8,3112.6,23.803,65.878,233.89,342.04,94.37,77.035
0.20715,3625.1,4543.8,9.2818,26.667,41.821,2713.4,74.699,120.41,0.31042,79.803,50.515,2642,26.449,49.482,3109.6,22.549,65.817,233.22,342.53,94.627,76.861
0.20583,3685.5,4523.3,9.4154,27.242,42.108,2712.2,75.636,120.38,0.31319,79.623,47.195,2640.8,24.865,50.264,3108.2,22.427,65.717,233.54,341.96,94.606,76.986
0.26831,3688.3,4529.8,9.3334,26.675,42.499,2714.1,75.299,120.44,0.33044,79.664,52.029,2642.7,26.024,49.903,3111,23.246,65.627,235.22,342.18,94.672,77.25
0.2711,3683.1,4522.7,9.4727,26.861,42.362,2714.7,75.805,120.38,0.33021,79.773,48.457,2643,26.288,50.44,3113.2,23.454,65.607,233.89,341.54,94.314,77.262
0.26241,3687,4541.5,9.2832,27.046,42.287,2718.2,75.092,120.43,0.33471,80.111,52.067,2647.6,25.155,49.982,3114.5,23.767,65.642,234.62,342.33,94.522,77.88
0.25953,3678.3,4565.6,9.4643,27.179,42.415,2717.8,75.427,120.37,0.33471,80.249,49.309,2646.8,24.63,50.999,3115.9,22.553,65.749,232.85,341.46,94.287,77.189
0.22722,3643.4,4553.1,9.325,27.184,42.174,2715.7,75.009,120.42,0.34543,80.086,48.645,2644.2,24.342,49.581,3112.6,21.995,65.775,232.6,342.02,94.653,77.198
0.22819,3678.9,4535.1,9.4113,27.277,42.159,2710.8,75.177,120.36,0.34315,79.76,47.844,2639.5,25.523,50.475,3108.1,22.522,65.752,232.21,341.28,94.496,76.58
