F1,F2,F3,F4,F5,F6,P1,L1,T1,F7,T2,L2,P2,F8,L3,P3,F9,T3,F10,C1,T4,T5
0.24613,3692.6,4407.7,9.3712,26.802,42.244,2701.3,75.238,120.39,0.32925,80.113,49.555,2630.3,24.625,50.61,3098.1,23.803,65.688,229.05,341.67,94.599,77.284
0.24704,3706.7,4424.8,9.3163,26.636,42.347,2700.8,74.046,120.41,0.32964,80.179,48.489,2629.6,26.26,50.183,3097.6,22.752,65.696,229.8,341.35,94.539,77.325
0.27911,3685.6,4542.3,9.3886,26.847,42.512,2702.8,75.61,120.41,0.3232,80.4,49.152,2632.6,25.286,49.924,3099.2,22.51,65.747,230.47,341.69,94.42,77.722
0.27786,3743.2,4497.7,9.3959,27.251,42.573,2702.2,76.055,120.4,0.32539,80.267,50.861,2630.7,24.32,50.602,3100.4,23.061,65.784,230.02,341.12,94.393,76.978
0.22305,3641.6,4534.5,9.4227,26.517,42.292,2697.6,74.954,120.35,0.3354,79.977,48.876,2626.2,26.235,50.514,3095.4,23.515,65.772,228.6,341.18,94.59,76.71
0.22433,3620.5,4451.3,9.4011,26.713,42.002,2698.3,74.993,120.39,0.33222,79.944,48.913,2627.1,25.359,49.669,3093.3,23.213,65.679,230.14,341.75,94.833,77.208
0.23857,3724.5,4557,9.3614,26.507,42.783,2697.3,74.943,120.37,0.35386,79.872,49.635,2625.5,26.635,51.589,3095.5,23.286,65.658,230.55,340.93,94.679,76.893
0.24172,3705.7,4556.8,9.3773,26.895,42.43,2697.4,75.201,120.4,0.35476,79.87,50.961,2624.7,26.01,48.551,3096,24.06,65.608,229.46,340.63,94.735,76.963
0.24031,3594.7,4510.4,9.2784,26.816,41.946,2697.2,74.137,120.39,0.33311,79.745,51.44,2624.9,22.992,50.507,3094.1,23.097,65.551,230.23,341.25,94.786,76.49
0.24202,3645.1,4519,9.4661,27.152,42.293,2697.8,74.722,120.4,0.33248,79.512,47.267,2625.6,25.654,51.601,3094.7,23.909,65.48,233.54,341.15,94.943,76.631
0.22427,3648.9,4482,9.4391,27.099,42.374,2699.7,74.855,120.37,0.34131,79.454,50.689,2627.5,25.131,49.123,3095,22.875,65.353,229.47,341.64,94.855,76.651
0.22245,3625.5,4444.4,9.5221,26.772,42.388,2701.3,73.639,120.4,0.34261,79.387,50.38,2629.7,26.434,50.911,3097.1,23.679,65.256,231.1,341.54,94.865,76.484
0.25497,3631.6,4496.7,9.5162,26.974,42.609,2705.3,74.852,120.4,0.36335,79.565,50.229,2633.9,25.408,49.031,3102.4,23.631,65.202,231.01,342.03,94.798,77.257
0.25507,3673.6,4503.2,9.6111,26.726,42.343,2710.1,74.195,120.44,0.3602,79.849,50.089,2639.1,25.238,50.306,3107,23.478,65.23,230.39,342.31,94.593,77.231
0.25771,3707,4470.2,9.454,26.486,42.678,2712.3,73.879,120.43,0.33481,79.858,49.191,2641.5,25.685,50.544,3110.3,23.169,65.289,230.33,342.45,94.515,77.126
0.258,3690.5,4419.7,9.6012,26.658,42.58,2715.3,73.902,120.41,0.33879,79.882,49.846,2644.2,24.637,51.697,3111.7,22.605,65.317,231.21,342.92,94.28,77.156
0.20798,3679.3,4557.5,9.4214,26.456,42.317,2715,74.601,120.44,0.33016,79.91,49.763,2643.4,24.568,51.272,3113.3,23.327,65.367,230.59,342.61,94.478,77.533
0.2099,3683.2,4523.7,9.6087,26.848,42.251,2717.7,75.297,120.44,0.32827,80.156,49.511,2646.8,24.694,48.857,3115.2,22.267,65.436,231.09,342.93,94.163,77.647
0.25219,3689.2,4471.7,9.6097,26.839,42.34,2718.1,74.299,120.41,0.33056,80.123,51.117,2648.1,24.981,49.633,3115.2,23.264,65.497,229.27,343.18,94.323,77.774
0.25063,3655,4488.2,9.4875,26.891,42.486,2721.1,74.514,120.41,0.33054,80.284,48.931,2651.3,24.547,49.169,3117.8,23.2,65.546,231.14,343.02,94.109,78.048
0.20419,3682.2,4513.1,9.4159,26.813,42.78,2719.7,74.463,120.4,0.35823,80.273,51.2,2648.7,25.503,50.52,3117.1,23.426,65.649,229.69,343.15,94.46,77.553
0.20309,3705.9,4479.9,9.3843,26.627,42.269,2718.9,75.79,120.39,0.36165,80.217,48.776,2648,23.271,49.761,3114.7,22.918,65.673,229.21,343.27,94.13,77.615
0.26652,3640.3,4551.3,9.4474,26.803,42.222,2718.9,74.663,120.38,0.33749,80.015,49.461,2648.6,26.67,49.218,3113.7,22.847,65.639,230.57,343.86,94.627,76.923
0.26761,3628.5,4562.5,9.5156,26.703,42.383,2716.2,74.867,120.38,0.33693,79.422,48.767,2645.2,26.5,49.752,3112.2,23.347,65.558,229.54,343.82,94.56,76.459
0.23138,3655.4,4532.2,9.4767,26.747,42.483,2715,74.885,120.35,0.33017,78.929,51.097,2644,26.108,50.175,3109.4,23.29,65.328,230.59,344.59,94.765,75.904
