F1,F2,F3,F4,F5,F6,P1,L1,T1,F7,T2,L2,P2,F8,L3,P3,F9,T3,F10,C1,T4,T5
0.29236,3662.1,4506.5,9.1948,26.978,42.537,2703.5,75.14,120.51,0.35636,80.126,49.788,2632,24.958,50.461,3102.3,22.274,65.823,231.58,340.53,94.41,77.122
0.29615,3685.6,4463.5,9.3326,26.94,42.23,2703.3,75.385,120.29,0.35736,80.106,49.669,2631.8,25.228,50.589,3101.6,22.375,65.797,231.75,340.79,93.971,77.228
0.24342,3658.8,4541,9.3358,26.738,42.126,2706.4,75.092,120.41,0.34505,80.19,50.681,2635,25.233,49.192,3101.6,22.889,65.81,232.27,341.62,95.648,77.718
0.24364,3634,4552.6,9.2686,26.987,41.995,2705.2,75.112,120.55,0.34812,80.296,49.538,2634.1,24.156,50.73,3103.3,23.361,65.852,231.9,340.91,93.818,77.298
0.25021,3656.7,4474.3,9.3225,26.846,42.297,2704.8,75.042,120.17,0.33128,80.118,50.348,2633.5,25.166,51.054,3101.2,22.736,65.856,232.68,341.66,95.132,77.043
0.24733,3622.8,4532.7,9.4052,26.856,42.581,2706.3,74.864,120.67,0.33449,80.157,50.571,2636,25.668,49.605,3101.8,22.423,65.833,232.16,341.35,94.711,77.452
0.25058,3762,4545.7,9.2434,27.019,42.754,2704.7,75.335,120.16,0.3451,80.141,49.438,2633.7,23.803,51.325,3102.8,23.901,65.857,231.73,341.08,93.894,77.101
0.2527,3721.3,4524.8,9.374,26.924,42.449,2703.9,74.934,120.63,0.34678,80.029,49.766,2631.3,23.988,49.156,3103.5,21.998,65.837,234.59,340.7,95.647,77.365
0.27361,3722.3,4512.5,9.3338,26.786,42.303,2700.6,75.26,120.39,0.34824,80.219,49.216,2630.5,26.273,48.625,3102,23.081,65.855,233.52,340.49,92.768,77.545
0.27485,3717.5,4505.6,9.2722,26.769,42.382,2704.1,75.315,120.32,0.34487,80.329,49.876,2633,25.426,50.187,3102,22.047,65.903,235.65,340.75,96.137,77.45
0.24717,3668,4523.4,9.3306,26.888,42.586,2699.2,75.205,120.56,0.33545,80.146,50.333,2627.6,25.319,49.448,3099.3,23.362,65.939,232.41,340.01,92.976,76.871
0.24873,3701.8,4512.9,9.4135,26.725,42.298,2698.6,75.85,120.13,0.33897,80.012,50.459,2627.5,23.274,50.604,3096.6,23.329,65.912,234.1,340.77,95.758,77.364
0.26001,3600.8,4463.9,9.2558,27.266,41.814,2701.4,75.383,120.7,0.34232,80.319,49.073,2630.9,24.871,50.724,3098.5,23.326,65.929,233.11,340.97,93.864,77.574
0.25897,3587.9,4485.5,9.2458,26.513,42.31,2700,76.697,119.99,0.34325,80.22,48.324,2628.6,24.096,49.1,3097.7,21.924,65.935,231.71,340.43,95.022,76.956
0.29069,3657.2,4464.5,9.4045,26.639,42.086,2700.8,74.988,120.8,0.33452,79.99,50.517,2629.8,24.658,51.601,3097.1,23.192,65.907,232.85,340.59,94.543,77.203
0.2915,3659.7,4525,9.3874,26.99,42.288,2700.2,74.438,120.05,0.3366,80.11,48.502,2628.7,25.433,50.912,3098.7,23.864,65.883,234.57,340.73,94.113,77.31
0.28229,3627.7,4493.3,9.3295,26.346,42.369,2704.7,74.724,120.69,0.35509,80.15,52.112,2633.2,25.943,49.451,3099.8,22.601,65.906,235.04,341.38,95.789,77.278
0.28245,3633,4458.6,9.3434,26.883,42.847,2702.1,74.602,120.12,0.35483,80.312,50.052,2631.4,23.832,50.738,3099.9,23.103,65.922,234.81,341.54,93.252,77.263
0.25585,3605.3,4537.1,9.4033,26.679,42.536,2707,74.442,120.63,0.33386,80.262,50.586,2634.9,24.866,50.448,3100.6,22.682,65.944,234.76,341.98,96.295,77.662
0.25412,3594.9,4513.1,9.3754,26.978,42.642,2704,75.228,120.27,0.33311,80.318,48.56,2633.1,25.56,48.636,3102.6,22.802,65.99,234.22,341.43,92.962,77.379
0.261,3596.5,4479.1,9.3616,27.086,42.256,2708.3,74.826,120.45,0.3262,80.165,51.769,2636.4,26.382,51.246,3103.9,21.806,65.989,234.84,341.94,96.691,77.299
0.26158,3650.8,4469.7,9.292,27.309,42.408,2705.6,74.048,120.45,0.32259,80.048,48.701,2634.9,25.621,49.447,3102.2,23.177,65.936,232.69,342.08,92.85,77.388
0.24171,3709.5,4512.2,9.5136,27.181,42.414,2708.1,74.106,120.22,0.33992,79.994,51.674,2635.8,24.008,47.97,3104.1,23.493,65.862,232.69,342.08,96.153,77.22
0.2412,3737.2,4455,9.3541,27.363,42.108,2707.9,75.11,120.71,0.33959,80.136,48.813,2637.7,25.47,48.604,3103.9,23.093,65.861,233.16,342.6,93.42,77.547
0.24587,3691.2,4519.7,9.4207,27.081,42.236,2705.6,74.962,120.07,0.35089,80.147,51.058,2634.7,26.646,51.499,3104.1,23.117,65.857,232.42,342.19,94.973,77.048
0.24555,3731.7,4555.6,9.3312,26.835,42.553,2706.3,74.155,120.81,0.34721,80.072,51.556,2635.5,26.839,51.66,3102.8,23.523,65.86,235.3,342.32,94.26,77.239
