F1,F2,F3,F4,F5,F6,P1,L1,T1,F7,T2,L2,P2,F8,L3,P3,F9,T3,F10,C1,T4,T5
0.23574,3655.2,4524.3,9.3406,26.821,41.979,2694,75.937,120.4,0.34677,79.938,49.004,2622.7,25.465,51.375,3091,23.284,65.62,227.8,340.15,94.718,77.165
0.23577,3689.3,4547.4,9.2737,26.877,41.947,2695.7,75.699,120.36,0.34607,80.319,48.677,2624.6,25.036,49.746,3093.3,23.065,65.633,224.6,339.94,94.529,77.909
0.24545,3687.5,4498.3,9.2349,26.878,42.258,2697.2,75.868,120.42,0.34306,80.45,50.051,2625.1,25.658,51.081,3096.9,23.013,65.685,225.56,339.66,94.769,77.216
0.24441,3695,4491.9,9.3236,26.996,42.497,2693.5,74.277,120.35,0.34048,80.217,49.546,2620.8,26.491,51.69,3096,22.754,65.723,225.92,338.82,94.681,77.126
0.25224,3669,4497.7,9.2343,26.927,42.828,2693.7,75.464,120.39,0.35272,80.164,50.819,2622.1,26.041,50.042,3093.9,23.592,65.635,222.94,339.02,94.8,77.464
0.25581,3664.1,4512.3,9.3419,26.973,42.188,2695.2,74.589,120.38,0.35334,80.321,50.684,2623,25.597,49.544,3095,22.63,65.643,223.82,339.34,94.778,77.499
0.24723,3692,4486.7,9.3829,26.521,42.513,2696.9,75.396,120.43,0.33708,80.335,50.75,2625.1,25.389,50.9,3095.6,23.051,65.657,226.48,340.04,94.658,77.419
0.25034,3710.5,4452.6,9.4061,26.981,42.587,2698.1,73.836,120.41,0.34049,80.438,49.584,2626,24.414,48.919,3097.3,23.929,65.68,224.5,339.72,94.561,77.512
0.26039,3627.5,4454,9.3679,26.704,42.259,2698.7,74.758,120.4,0.36358,80.571,50.709,2627.9,22.706,49.366,3096,22.213,65.742,225.74,340.13,94.692,77.714
0.25933,3604.9,4495.9,9.368,27.277,42.024,2698.3,75.634,120.39,0.36509,80.555,47.571,2626.8,24.045,50.553,3097.2,21.814,65.754,226.06,339.61,94.644,77.569
0.23081,3647,4476.5,9.5291,26.963,42.094,2698.2,75.018,120.4,0.34053,80.407,50.126,2626.3,26.655,48.889,3095.6,21.626,65.757,225.46,339.99,94.855,77.137
0.23068,3635.8,4481.8,9.4414,27.208,42.175,2697.7,75.623,120.39,0.33888,80.232,49.646,2624.9,24.512,49.22,3096.1,22.227,65.701,225.64,339.91,94.624,77.381
0.23533,3637.9,4458.5,9.319,26.778,42.542,2698,74.577,120.41,0.33933,80.269,49.117,2626.5,23.849,48.426,3096.6,23.217,65.635,223.57,339.97,94.83,77.73
0.2356,3677.9,4521.9,9.4111,27.047,42.401,2700.2,74.008,120.41,0.34092,80.304,49.967,2628.2,25.523,49.944,3099.1,22.763,65.612,224.08,340.27,94.683,77.319
0.2559,3722,4460.8,9.3916,26.735,42.599,2699.9,74.735,120.42,0.35681,80.176,50.082,2628.1,26.812,48.736,3099.5,23.697,65.571,222.85,339.94,94.547,76.97
0.25775,3708.1,4498.3,9.3222,27.202,42.89,2698.2,74.928,120.41,0.35358,80.009,49.942,2626,24.591,51.966,3097.9,23.513,65.512,222.68,339.91,94.63,77.098
0.22171,3652.3,4474.5,9.2933,26.347,42.26,2700,75.523,120.38,0.34227,80.211,47.304,2628.8,24.181,49.56,3096.7,23.683,65.484,222.02,340.62,94.572,77.552
0.2212,3626.3,4470.5,9.4063,26.981,42.016,2700.8,75.153,120.42,0.34287,80.33,49.149,2629.7,23.922,49.767,3098.7,22.479,65.489,223.83,340.86,94.533,77.226
0.23824,3672.8,4545.1,9.2604,26.81,42.169,2700.6,73.838,120.39,0.34508,80.212,50.647,2628.2,24.359,50.571,3099.7,22.903,65.511,223.74,340.16,94.561,77.211
0.23545,3690.7,4511.5,9.3705,26.711,42.249,2701.5,75.086,120.45,0.34204,80.244,49.845,2630.3,25.117,49.297,3099.8,23.976,65.5,223.69,340.08,94.523,77.569
0.2324,3686.8,4500.6,9.2988,26.588,42.219,2702.8,74.471,120.39,0.35174,80.457,50.566,2631.8,25.813,51.896,3102.3,24.321,65.524,225.15,339.97,94.418,77.666
