F1,F2,F3,F4,F5,F6,P1,L1,T1,F7,T2,L2,P2,F8,L3,P3,F9,T3,F10,C1,T4,T5
0.24457,3689.9,4580.5,9.2343,27.184,42.33,2704.8,75.278,120.59,0.3372,80.28,49.63,2633.5,24.221,49.812,3103.3,22.849,65.655,229.34,341.02,94.7,77.448
0.24489,3702.5,4539.5,9.3446,26.735,42.171,2702.2,74.813,120.47,0.33553,80.354,51.083,2631.3,24.59,48.747,3102.2,23.56,65.732,228.06,340.9,94.234,77.507
0.28267,3685.7,4514.5,9.4063,26.637,42.308,2701,75.582,120.46,0.3373,80.275,48.597,2629.1,25.426,48.824,3100.2,23.878,65.761,229.02,340.43,94.525,77.094
0.28182,3721.2,4506,9.246,26.614,42.251,2698.4,74.39,120.42,0.33395,80.204,48.969,2627.2,24.671,50.176,3096.7,22.477,65.785,227.72,340.61,94.495,77.471
0.20973,3731.7,4566.3,9.2609,26.647,41.99,2697.2,75.971,120.41,0.34995,80.3,48.884,2625.8,25.298,50.864,3095,23.126,65.799,227.86,340.34,94.591,77.148
0.20799,3716.6,4438.7,9.1608,27.04,42.127,2694.6,75.148,120.4,0.34922,80.325,49.256,2623.9,25.365,49.501,3091.9,21.938,65.82,230.52,340.29,94.563,77.273
0.27475,3694.1,4528.2,9.2433,26.802,41.911,2692.8,75.781,120.4,0.34489,80.284,50.218,2621,26.958,48.636,3092.8,21.996,65.823,227.39,339.43,94.546,77.103
0.27637,3729.8,4502.2,9.4188,27.165,42.486,2692.8,75.447,120.41,0.34534,80.312,49.334,2620.6,25.039,50.334,3092.3,23.061,65.846,229.61,339.42,94.572,77.338
0.2641,3621.5,4505.1,9.2467,26.649,42.031,2693.7,76.294,120.37,0.32158,80.408,48.447,2622.6,25.025,49.998,3091.3,23.236,65.885,230.38,339.79,94.724,77.09
0.26531,3595.8,4500.8,9.3247,26.867,42.477,2692.4,74.998,120.35,0.32255,80.172,49.405,2620.9,24.14,50.636,3090.1,23.487,65.866,231.09,339.44,94.8,77.103
0.28564,3648.6,4520.8,9.3191,27.006,42.443,2694.9,75.568,120.37,0.33617,80.31,49.972,2622.3,25.174,50.342,3092.4,21.921,65.824,230.73,339.31,94.753,77.503
