F1,F2,F3,F4,F5,F6,P1,L1,T1,F7,T2,L2,P2,F8,L3,P3,F9,T3,F10,C1,T4,T5
0.28499,3655.9,4514.9,9.5052,26.813,42.274,2707.2,74.691,120.37,0.35668,79.893,50.502,2635.6,23.319,49.843,3103.7,23.178,65.462,227.76,342.04,94.617,76.947
0.2866,3613.3,4547.9,9.3502,26.431,41.944,2708.9,74.635,120.41,0.35351,79.881,50.428,2637.8,25.54,49.449,3104,22.436,65.431,225.71,342.71,94.711,77.368
0.20136,3724.4,4503.1,9.3156,26.76,42.664,2709,74.837,120.4,0.33888,79.967,49.645,2637.6,24.607,51.631,3105.3,23.271,65.465,226.58,342.11,94.683,77.322
0.20131,3698.2,4532.1,9.4656,26.878,42.493,2709.1,75.051,120.42,0.33881,80.055,50.267,2638.5,23.909,50.551,3106.7,23.602,65.493,226.64,342.07,94.593,77.595
0.26248,3663.2,4541.9,9.3441,26.844,42.188,2713,74.376,120.43,0.33767,80.408,48.347,2642.1,24.806,49.598,3108.7,23.176,65.581,227.51,342.43,94.386,77.441
0.26393,3656,4545.3,9.4268,27.051,42.326,2710.4,74.768,120.43,0.33866,80.124,48.679,2639,24.864,50.471,3108.4,21.725,65.632,225.58,341.83,94.675,77.107
0.18561,3702.6,4481.9,9.3024,26.823,42.295,2707.6,75.18,120.39,0.3517,79.96,48.781,2635.7,23.139,49.478,3104.9,22.343,65.604,228.11,342,94.442,77.368
0.18564,3696.8,4553.5,9.4337,27.203,42.217,2704.9,74.455,120.42,0.34578,79.878,50.758,2633.2,23.596,50.425,3103.9,24.07,65.541,226.18,341.23,94.604,77.286
0.24025,3710,4469.2,9.3211,27.044,42.501,2705.6,75.693,120.41,0.33599,79.945,50.155,2634.5,25.748,50.425,3104.7,23.926,65.495,223.57,341.29,94.469,77.427
0.24039,3714.8,4480.8,9.3146,27.084,42.218,2707.8,74.681,120.44,0.33489,80.282,50.443,2636.5,23.956,49.97,3106.3,21.989,65.542,226.03,341.1,94.342,77.679
0.24835,3642.2,4529.1,9.4075,27.025,42.574,2705.8,75.936,120.36,0.34582,80.155,51.231,2634.3,27.809,49.8,3104.6,22.611,65.584,225.32,341.02,94.462,76.904
0.2448,3600.3,4565.9,9.3125,26.823,42.247,2706.5,75.195,120.43,0.34983,79.997,50.091,2635,25.992,47.919,3101.9,23.582,65.579,227.42,341.74,94.72,77.331
0.25615,3630.8,4494.1,9.3915,27.061,42.432,2709.3,75.172,120.36,0.337,80.267,49.856,2637.6,26.101,48.808,3105.1,22.3,65.589,224.83,341.42,94.643,77.436
0.25368,3627,4501.6,9.3762,27.221,42.329,2709,75.092,120.41,0.34143,80.126,48.996,2637.9,25.485,51.693,3106.7,23.46,65.614,224.81,341.64,94.565,77.291
0.30465,3607.7,4528.1,9.4078,27.283,42.125,2709.9,75.42,120.35,0.33173,79.977,50.13,2638.7,25.607,51.18,3107.2,22.737,65.567,227.62,341.79,94.762,77.253
0.30456,3596,4477.4,9.4038,26.552,42.583,2712,74.743,120.38,0.33769,79.795,48.001,2640.3,23.447,49.61,3108.1,23.553,65.521,229.88,342.56,94.756,77.119
0.30068,3732.9,4547.6,9.363,26.681,42.559,2715,75.762,120.42,0.34102,79.868,49.205,2643.6,23.431,51.427,3111.6,22.121,65.458,226.25,342.19,94.572,77.412
0.29984,3702.2,4579,9.3726,27.05,42.425,2715.5,73.773,120.43,0.33599,79.946,49.28,2644.5,23.792,50.527,3114,22.38,65.435,225.53,342.64,94.329,77.443
0.24842,3705.7,4483.5,9.3125,26.995,42.368,2715.6,74.26,120.41,0.3199,80.018,49.922,2644.6,24.605,49.718,3111.5,23.539,65.441,226.85,343.62,94.524,77.572
0.25089,3657.2,4473.8,9.3285,26.688,42.365,2717.3,75.352,120.4,0.31704,80.287,47.225,2647,24.326,50.902,3112.5,23.06,65.517,224.88,343.4,94.359,77.79
0.21197,3728.6,4492.3,9.3499,27.296,42.671,2711.3,73.913,120.41,0.34069,79.965,49.456,2640.4,26.599,50.995,3109.2,22.124,65.56,226.49,342.87,94.429,76.593
0.21463,3746,4491.5,9.3223,26.885,42.345,2706.8,75.717,120.37,0.3449,79.681,48.767,2634.5,25.352,49.756,3102.9,22.421,65.458,226.9,342.72,94.501,76.628
