F1,F2,F3,F4,F5,F6,P1,L1,T1,F7,T2,L2,P2,F8,L3,P3,F9,T3,F10,C1,T4,T5
0.206,3684.6,4546.6,9.3843,26.712,42.489,2708.3,75.263,120.39,0.35546,80.147,50.454,2637,25.181,50.244,3104.5,22.389,65.589,228.55,342.37,94.71,77.488
0.20464,3698.3,4547.4,9.2839,26.536,42.382,2707.6,75.124,120.42,0.35229,80.151,49.518,2636.7,26.746,48.545,3105.3,23.007,65.618,229.81,341.88,94.507,77.323
0.21721,3621.8,4491.4,9.3501,26.693,42.375,2707.3,74.62,120.38,0.33201,80.026,49.046,2635.7,26.47,50.185,3103.1,23.023,65.605,229.03,341.73,94.657,77.042
0.21525,3655.7,4533.3,9.3392,26.971,42.262,2707.1,75.103,120.43,0.33068,80.13,49.631,2636.5,24.973,49.092,3104.5,23.123,65.628,229.27,341.41,94.592,77.6
0.22289,3729.4,4544.3,9.4496,26.724,42.337,2708.1,74.619,120.41,0.33683,80.246,49.637,2637,26.618,50.616,3105.9,23.149,65.653,226.03,341.34,94.479,77.544
0.22229,3716.5,4478.5,9.4091,27.083,42.194,2707.4,74.484,120.43,0.34091,80.218,49.345,2635.4,25.48,49.018,3105.8,22.66,65.686,228.82,340.99,94.495,77.547
0.22597,3642.7,4583.9,9.4984,26.681,42.239,2705.6,75.238,120.39,0.3485,80.068,50.183,2634,25.97,51.237,3103.7,23.391,65.693,228.03,341.15,94.652,77.195
0.22572,3606.5,4552.2,9.2719,26.723,42.278,2705.8,74.729,120.37,0.34655,79.996,48.99,2634.4,26.992,49.95,3103.2,22.007,65.651,230.73,341.04,94.805,77.46
0.2351,3669,4510.4,9.3694,26.903,42.318,2708.4,74.556,120.41,0.33361,80.084,52.45,2637.2,25.507,48.149,3107.8,23.301,65.631,230.83,340.44,94.626,77.425
0.23656,3637.2,4568.1,9.3503,26.553,42.218,2712.7,75.434,120.39,0.33019,80.329,48.982,2640.9,25.004,48.854,3110.3,22.558,65.693,229.23,340.63,94.534,77.592
0.27368,3641.1,4505,9.4249,27.093,42.348,2713.9,75.378,120.44,0.35487,80.391,48.949,2643.4,25.608,50.339,3113.1,22.334,65.754,228.17,340.03,94.539,77.146
0.27405,3658.6,4511.7,9.3059,26.821,42.498,2713.7,74.282,120.38,0.35604,80.205,49.43,2641.1,24.443,51.124,3113.8,24.529,65.75,228.5,339.68,94.57,77.404
0.26316,3620.7,4479.8,9.4441,26.934,42.237,2714.9,74.549,120.39,0.34618,80.259,49.618,2643.9,24.822,50.424,3116.2,22.634,65.737,228.58,339.14,94.732,77.48
0.26228,3624.9,4527.3,9.3483,27.051,42.25,2715.8,74.855,120.36,0.3468,80.123,49.219,2643.4,25.064,51.548,3116.9,23.59,65.692,227.41,338.24,94.763,77.337
0.29214,3652.2,4538.5,9.3807,27.109,42.093,2718.1,75.111,120.41,0.33307,80.011,50.799,2645.1,24.697,50.042,3121.2,21.822,65.636,225.53,337.69,94.835,77.357
0.28866,3634.3,4504.7,9.5401,26.964,42.179,2721.5,75.206,120.39,0.32712,80.104,49.231,2649.7,24.086,49.252,3125.1,22.3,65.614,229.37,337.26,94.759,77.721
0.3411,3651,4521.5,9.3354,26.85,42.143,2726.6,74.922,120.4,0.33739,80.235,51.251,2654.3,24.87,51.165,3130.2,25.08,65.664,231.12,336.94,94.744,77.302
0.34172,3629.5,4503.9,9.4082,26.966,42.411,2731,75.183,120.42,0.33566,80.239,50.799,2659.2,24.483,49.483,3135.6,22.203,65.703,231.06,336.31,94.792,77.612
0.34977,3701.1,4503.5,9.4665,26.898,42.133,2735.1,75.089,120.4,0.34636,80.111,50.968,2662.9,23.501,49.926,3141.4,23.506,65.716,232.4,336.1,94.752,77.715
0.35197,3672.8,4529.2,9.3623,26.672,42.367,2740,76.748,120.42,0.34767,80.229,49.437,2668.6,23.437,50.442,3145.4,22.974,65.712,233.17,335.99,94.556,77.437
0.35287,3655.3,4536.6,9.3954,27.051,42.657,2741.7,75.331,120.42,0.32241,79.999,48.586,2669.4,22.859,48.002,3146.9,22.912,65.752,232.52,336.26,94.591,77.223
0.35226,3619.1,4529.9,9.3099,27.001,42.668,2740.8,75.725,120.39,0.32127,79.642,49.549,2667.5,26.004,49.288,3149.7,22.364,65.668,232.81,335.06,94.753,77.004
0.38549,3703.6,4503.7,9.2892,26.608,42.353,2744.1,75.881,120.42,0.31057,79.64,50.703,2673.1,24.21,48.62,3150.7,22.03,65.582,235.39,335.73,94.537,77.19
0.38692,3688,4502.1,9.2762,26.878,42.677,2745.9,75.754,120.41,0.31092,79.487,48.859,2673.1,24.876,50.709,3152.8,23.224,65.523,235.44,335.43,94.435,77.03
