F1,F2,F3,F4,F5,F6,P1,L1,T1,F7,T2,L2,P2,F8,L3,P3,F9,T3,F10,C1,T4,T5
0.22515,3625.5,4482.2,9.2683,26.998,42.251,2706.1,75.085,120.39,0.33352,80.115,49.14,2635.8,26.328,48.881,3103.1,23.696,65.807,231.41,341.4,94.679,77.387
0.22393,3621.4,4530.7,9.331,27.052,42.138,2706.1,75.166,120.38,0.33353,80.202,48.985,2635.5,25.068,50.593,3103.1,23.972,65.835,232,341.45,94.642,77.24
0.26613,3660,4524.7,9.3174,27.083,42.53,2705.2,75.376,120.42,0.32945,80.002,50.017,2634.3,25.546,49.295,3103.9,23.004,65.835,233.83,341.18,94.736,77.082
0.26604,3663.5,4543.4,9.3061,27.1,42.331,2704.1,75.381,120.37,0.33105,79.754,48.937,2632.9,25.745,48.485,3101,23.003,65.765,233.27,341.42,94.643,76.973
0.26605,3710.6,4490,9.3142,26.593,42.471,2704.3,75.225,120.43,0.35518,79.758,50.566,2633.1,26.96,52.075,3101.6,23.371,65.716,234.42,341.58,94.695,76.974
0.26719,3676.8,4482.5,9.3004,26.804,42.251,2705.3,74.41,120.41,0.35485,79.911,50.185,2633.3,25.443,47.854,3102.3,23.328,65.68,231.96,341.29,94.535,77.24
0.2898,3670.1,4480.8,9.3015,27.159,42.43,2708.7,74.368,120.41,0.33951,80.327,48.073,2638.7,23.487,50.443,3105,23.265,65.748,233.68,341.3,94.5,77.942
0.28872,3715.8,4504,9.2862,26.958,42.333,2710.1,75.001,120.41,0.33857,80.441,49.775,2639.2,25.202,51.667,3106,23.054,65.855,233.36,341.71,94.428,77.643
0.26342,3655.5,4551,9.2446,27.232,42.411,2708.9,74.966,120.39,0.33705,80.378,50.145,2637.7,25.242,48.878,3106.5,22.225,65.94,233.14,341.36,94.428,77.292
0.26691,3687.6,4532.9,9.2091,26.823,42.212,2705.3,76.064,120.38,0.33599,80.087,49.269,2633.5,27.321,51.046,3102.6,22.592,65.946,231.45,341.64,94.462,76.912
0.19203,3629.1,4476.2,9.3467,27.177,42.167,2702.4,75.384,120.4,0.33352,79.932,51.783,2631.2,26.036,51.268,3098.3,24.349,65.873,233.89,341.65,94.742,77.285
0.19202,3645.6,4496.6,9.2467,26.725,42.052,2702.1,75.256,120.36,0.33161,80.166,50.393,2631.4,25.827,47.692,3098.2,22.704,65.919,236.17,341.52,94.599,77.365
0.2375,3679.4,4571.7,9.3933,26.904,42.52,2701.4,74.305,120.42,0.33355,80.039,50.92,2630.1,24.683,50.494,3099.6,23.377,65.929,237.31,340.97,94.78,77.1
0.23571,3728.1,4557.5,9.3798,26.689,42.553,2700.8,75.751,120.4,0.3318,80.019,50.32,2629.7,24.974,49.885,3099.8,22.575,65.928,237.28,340.91,94.442,77.529
0.22704,3670.6,4495.1,9.3682,26.815,42.241,2700.9,75.015,120.4,0.33781,80.171,49.407,2629.4,27.27,50.006,3098.6,22.683,65.995,238.96,340.26,94.682,77.159
0.22799,3655.5,4528.4,9.3241,26.58,41.974,2700.7,74.726,120.38,0.34025,80.194,50.452,2628.9,26.895,48.888,3098.1,22.714,65.987,236.91,340.79,94.578,77.363
0.2441,3710.9,4500.3,9.367,26.941,42.286,2698.9,74.567,120.41,0.32895,80.084,52.478,2627.4,25.825,51.305,3097.8,22.981,66.003,235.99,340.38,94.693,76.951
0.24519,3688.7,4495.9,9.3898,26.514,42.542,2699.1,74.47,120.4,0.32948,80.148,49.241,2627.8,24.207,50.888,3097.1,23.662,65.98,234.91,340.06,94.662,77.365
0.23756,3624.1,4564.4,9.2029,26.641,42.019,2699.2,74.723,120.42,0.34053,80.176,50.436,2628,26.631,50.361,3097.1,22.29,65.969,232.93,339.99,94.69,77.26
0.23473,3649.4,4535.9,9.2475,26.753,42.495,2699.4,74.605,120.37,0.33756,80.254,49.903,2628.3,26.376,49.551,3098.1,22.822,65.962,234.53,339.74,94.787,77.286
0.30184,3653,4541.2,9.269,26.718,42.401,2700.6,75.023,120.4,0.33803,80.187,48.443,2629.4,24.982,49.374,3099.8,22.934,65.934,235.91,340.01,94.724,77.314
0.30188,3655,4490.4,9.3603,26.693,42.408,2703.6,75.174,120.4,0.33831,80.419,50.122,2633.1,23.92,51.01,3102.5,23.145,65.971,234.08,340,94.675,77.331
0.24027,3667.5,4520.5,9.4125,26.971,42.207,2702.5,75.593,120.41,0.33322,80.241,48.969,2630.9,23.613,49.929,3101.7,22.689,66.025,237.31,340.18,94.574,77.171
0.23783,3648.1,4545.3,9.2249,26.593,42.187,2701,75.868,120.39,0.33422,80.096,52.522,2629.7,24.363,50.501,3099.4,22.443,65.99,237.75,340.48,94.66,77.014
0.30418,3644.3,4483.9,9.337,26.991,42.378,2699.7,74.424,120.39,0.32966,79.879,49.796,2627.8,27.199,49.293,3099,23.133,65.943,239.12,339.87,94.64,76.977
0.3063,3616.7,4544.9,9.2729,27.044,41.89,2703.5,74.201,120.37,0.33175,80.155,50.42,2631.5,25.762,48.505,3102.2,22.72,65.92,237.74,340.26,94.672,77.63
0.25194,3690.3,4464.7,9.2685,26.738,42.267,2706.8,74.534,120.42,0.32961,80.535,49.915,2635.4,25.003,51.342,3103.8,22.623,66,235.91,340.63,94.556,77.707
0.25037,3670.5,4453.6,9.4264,27.074,42.594,2705.1,75.372,120.39,0.33023,80.513,49.342,2633.6,23.984,50.778,3104.3,22.373,66.102,235.68,340.2,94.445,77.425
0.24853,3656,4586.8,9.2649,26.785,42.428,2700.8,74.527,120.42,0.31367,80.09,51.582,2629.5,23.017,48.295,3100.9,22.864,66.104,235.92,340.28,94.634,76.907
0.25031,3679.7,4530.1,9.209,27.216,42.201,2698.4,75.439,120.39,0.31206,79.853,50.047,2626.9,25.444,49.234,3099,23.055,66.006,237.76,340.23,94.677,77.028
0.26102,3636.7,4471.5,9.3335,26.963,42.359,2699.1,74.823,120.39,0.34253,79.975,50.007,2628.2,24.275,50.558,3097.2,23.2,65.955,236.34,340.12,94.668,77.205
0.26048,3678.5,4508.2,9.4134,27.105,42.468,2701,75.67,120.43,0.34566,80.292,50.668,2630,23.529,52.129,3099.1,23.542,65.978,237.77,340.54,94.65,77.431
0.24397,3648.3,4502.4,9.1892,26.769,42.836,2699.7,74.823,120.36,0.34547,80.263,49.875,2628.1,24.672,50.409,3098.8,23.113,66.012,237.77,340.35,94.654,77.344
0.24324,3627.7,4543.6,9.2983,27.032,42.132,2699.4,75.116,120.4,0.34363,80.255,50.652,2627.7,25.987,49.43,3099.2,22.672,66.052,238,339.83,94.69,77.251
0.24927,3688.3,4469.8,9.2385,27.117,42.336,2699.7,74.804,120.39,0.34693,80.376,49.177,2628.3,25.134,50.754,3098.5,22.67,66.053,238.11,339.85,94.685,77.255
0.24758,3668.1,4437.3,9.2413,26.696,42.202,2698.8,74.723,120.4,0.35104,80.305,49.36,2628.2,25.957,49.968,3096.3,22.429,66.071,237.51,340.35,94.657,77.412
0.25832,3654.1,4463.7,9.2841,27.08,42.624,2699,75.116,120.38,0.32667,80.4,50.103,2627.8,24.784,49.191,3096.3,23.635,66.124,238.89,339.6,94.671,77.577
0.25795,3666.7,4511.2,9.2863,26.876,42.387,2699.4,76.103,120.41,0.32469,80.422,49.068,2627.2,25.808,50.636,3097.8,21.465,66.176,239.81,339.96,94.633,77.536
0.2351,3637.8,4492.7,9.2589,27.161,41.973,2697.1,74.577,120.38,0.34265,80.261,50.317,2624.9,26.528,50.628,3095.2,22.413,66.204,239.53,339.81,94.772,76.801
0.23315,3623.8,4483.1,9.3394,26.738,42.438,2695.8,75.191,120.42,0.34244,80.102,52.144,2623.8,25.761,50.77,3094,23.194,66.11,239.52,339.99,94.761,77.323
0.2502,3620.6,4471.2,9.2696,26.349,42.081,2696.5,75.413,120.37,0.32488,80.086,49.579,2625.2,24.509,48.298,3094.1,23.327,66.098,239.73,340.31,94.93,77.05
0.24926,3592.9,4463.9,9.3721,26.644,42.52,2699,74.257,120.39,0.32415,80.183,50.159,2627.2,22.985,49.941,3096.1,22.509,66.053,239.69,340.32,94.797,77.702
0.27889,3683.8,4470.8,9.4025,26.921,42.123,2702,74.151,120.41,0.33563,80.379,49.713,2630.7,24.458,49.543,3099.1,22.743,66.11,239.01,340.61,94.721,77.481
0.28015,3631.4,4506.1,9.4668,26.904,42.284,2702.1,75.053,120.42,0.33696,80.29,48.716,2631.2,25.473,49.686,3101.1,22.784,66.137,238.76,340.47,94.491,77.677
0.28654,3606.3,4586.2,9.3962,26.639,42.318,2703.3,74.949,120.39,0.32471,80.359,48.909,2633.3,23.842,50.684,3101.7,23.935,66.194,238.2,340.8,94.69,77.39
0.2873,3574.4,4565.7,9.2763,26.943,42.152,2704.6,74.299,120.43,0.32632,80.155,48.69,2632.7,26.627,48.371,3101.9,23.865,66.176,239.65,341.58,94.584,77.019
0.27746,3641.1,4470.4,9.4129,26.738,42.567,2703,75.053,120.39,0.33732,79.977,49.76,2631.5,26.554,50.16,3101.2,22.099,66.143,241.4,341.39,94.789,77.275
0.27787,3649.4,4488.3,9.3894,27.133,42.494,2706,75.031,120.4,0.33697,80.086,49.763,2635.4,23.813,48.827,3101.1,23.233,66.094,242.19,341.93,94.602,77.258
0.28663,3635.9,4524.4,9.3505,26.788,42.263,2704.2,74.701,120.42,0.3505,79.839,48.942,2632.3,26.64,50.06,3102,23.41,66.09,241.83,342.16,94.739,76.802
0.28438,3658.7,4556.5,9.4875,26.562,41.827,2708.7,75.104,120.42,0.34766,80.139,50.025,2637.6,26.555,50.204,3103.9,23.198,66.078,242.24,342.61,94.501,77.67
